ORDER_NUMBER;VENDOR_ID;VENDOR_NAME;RETAIL_GROUP;ROUTE_LABEL;NET_TOTAL;CURRENCY;EMISION_DATE_PO;CATEGORY;MODE;MBL_NUMBER;CONTAINER_TYPE;CONTAINER_NUMBER;INCOTERMS;LOGISTICS_INCOTERM;PRICE_INCOTERM;DATE_BOOKING_REQUEST;DATE_BOOKING_AUTHORIZED;DATE_CARGA_PO;DATE_THEORICAL_LOAD;CARGA_LISTA_VALIDADA;DIF_LOAD_DATE;ETD_INITIAL_VALIDATED;DATE_ETD_INITIAL;DATE_ETD_UPDATED;DATE_ETD;ETD_DATES_DIFFERENCE;ETA_INICIAL;DATE_ETA_UPDATED;DATE_ETA;ETA_DATES_DIFFERENCE;CASE_NUMBER_FILE;CONSOLIDATOR_NAME;DEPARTURE_PORT;PORT_OF_LOADING_VALIDATED;ARRIVAL_PORT;CUSTOMS_DUA;RECEIPT_NOTE;RECEIPT_NOTE_DATE;FACTORY_PROFORMA_NUMBER;CARGO_INVOICE_NUMBER;FREIGHT_AMOUNT;SERVICE_PROVIDER;CBM;INVOICE;INVOICE_AMOUNT;FACTURA_MERCA;HAS_FACTURE_MERCA;VISIBILITY_NOTES;APPLIES_TLC;COMMENTS;APPLY_TECHNICAL_NOTE;APPLIES_AF;BONDED_WAREHOUSE_ENTER;BONDED_WAREHOUSE_EXIT;REASON;SHIPPING_LINE;FORWADER_DATE;CONTAINER_FREE_DAYS;TARIFF_TYPE;CUSTOMER_TYPE;TRADING_COMPANY;company_id;status;total_amount;ensurence_type;bill_to_id;kanban_status_id;ship_to_id
1103247;106;NINGBO BEDA  HOME DECORATION LTD;73;Directo CR - FERRETERIA EPA, S.A.;28,224.48;USD;22-10-24;;2;ASNGB500853;3;TCNU4760537;FOB  ;FOB  ;FOB  ;11-02-25;12-02-25;28-02-25;24-02-25;Y;-4;Y;07-03-25;06-03-25;06-03-25;-1;06-05-25;16-05-25;16-05-25;10;4541;HARMONY (Dropship CR);71;Y;125;-- N/A --;6,907;20-03-25;PI2Oct;;5,51;1000001;;177488;28,224.48;177488;N;TO / OLO-EPA - EPA 51%;Y;( 18/03/2025 06:03:29 - MIGUEL SANDOVAL: «ETA 26-05» ) ( 09/05/2025 09:05:35 - FIORELA AVALOS: «ETA VARIABLE 14/05» ) ( 16/05/2025 02:05:30 - FIORELA AVALOS: «ETA VARIABLE 16/05» );Y;N;;;MIXTO;5;;0;;EPA;OLO1;1;draft;0;pending;1;1;1
1103248;106;NINGBO BEDA  HOME DECORATION LTD;73;ZF - OVERSEAS LOGISTICS OPERATIONS;29,251.7;USD;22-10-24;;2;ASNGB500854;3;TCNU4760537;FOB  ;;;11-02-25;12-02-25;28-02-25;24-02-25;Y;-4;Y;07-03-25;06-03-25;06-03-25;-1;06-05-25;16-05-25;16-05-25;10;4551;HARMONY (ZF);71;Y;125;52025349754;7,001;11-06-25;PI2Oct;SJOTS0005737;2,762.01;1000001;;177488-1;29,251.7;177488-1                      ;N;OLO-EPA - Harmony 49%;N;( 09/05/2025 09:05:04 - FIORELA AVALOS: «ETA VARIABLE 14/05» ) ( 16/05/2025 02:05:49 - FIORELA AVALOS: «ETA VARIABLE 16/05» );Y;N;;;MIXTO;5;;0;;EPA;OLO1;1;draft;0;pending;1;1;1
1103249;178;MATERIALES ELECTRICOS AGUILA DE LATINOAM                   ;72;Directo VE - FERRETERIA EPA, C.A.;52,513.85;USD;23-10-24;;2;EM02-0745-2025;3;TGBU6656497;EXW  ;EXW  ;FCA  ;12-02-25;12-02-25;15-11-24;18-11-24;Y;3;N;18-02-25;18-02-25;18-02-25;0;10-03-25;10-03-25;10-03-25;0;4335;Harmony (Drop Ship EPA VE);161;N;116;-- N/A --;6,692;21-11-24;PI 13949;;;1000022;;738, 739;52,513.85;738/739                       ;N;;N;( 23/04/2025 08:04:22 - OLMAN MORA CARPIO: «Se ha modificado el puerto de embarque. De: no tener puerto a: HEREDIA, COSTA RICA» );Y;N;;;PEDIDO COMPRA;;;0;;EPA;OLO1;1;draft;0;pending;1;1;1
1103269;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo CR - FERRETERIA EPA, S.A.;75,510.38;USD;27-10-24;;2;ASCAN500162;3;TRHU6013128;FOB  ;FOB  ;FOB  ;13-02-25;13-02-25;08-02-25;13-02-25;Y;5;Y;03-03-25;26-02-25;26-02-25;-5;29-04-25;16-05-25;16-05-25;17;4509;HARMONY (Dropship CR);92;Y;125;-- N/A --;6,875;03-03-25;20539 / ARR#21;;6,595;1000001;;15367;75,510.38;15367;N;TO;Y;( 28/02/2025 02:02:18 - MIGUEL SANDOVAL: «Se ha modificado el puerto de embarque. De: no tener puerto a: SHEKOU, CHINA» ) ( 20/03/2025 07:03:27 - MIGUEL SANDOVAL: «ETA 14 DE JUNIO, REVISANDO URGENTE ETA CON FF» ) ( 16/05/2025 02:05:14 - FIORELA AVALOS: «ETA VARIABLE 16/05» );Y;N;;;MIXTO;5;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103270;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo CR - FERRETERIA EPA, S.A.;49,877.8;USD;27-10-24;;2;ASCAN500163;3;TCNU6254420;FOB  ;FOB  ;FOB  ;13-02-25;13-02-25;08-02-25;21-02-25;Y;13;Y;09-03-25;01-03-25;01-03-25;-8;29-04-25;01-05-25;01-05-25;2;4540;HARMONY (Dropship CR);66;Y;133;-- N/A --;6,926;28-03-25;20540 / ARR#22;;5,915;1000001;;15371;49,877.8;15371;N;TO + $150 de ajuste en In land al pasar de Caldera a Moin;Y;( 18/03/2025 06:03:02 - MIGUEL SANDOVAL: «ETA 26-05-2025» ) ( 01/04/2025 06:04:31 - MIGUEL SANDOVAL: «ETA 26-06, VALIDANDO AJUSTE EN ETA POR MOIN» ) ( 08/04/2025 12:04:51 - MIGUEL SANDOVAL: «SE AJUSTA ETA A 01-05, PUERTO DE ARRIBO MOIN CR» ) ( 08/04/2025 12:04:54 - MIGUEL SANDOVAL: «Se ha modificado el puerto de arribo. De: no tener puerto a: MOÍN, COSTA RICA» );Y;N;;;MIXTO;5;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103271;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo CR - FERRETERIA EPA, S.A.;48,136.53;USD;27-10-24;;2;ASCAN500164;3;TCNU5329870;FOB  ;FOB  ;FOB  ;13-02-25;14-02-25;08-02-25;22-02-25;Y;14;Y;04-03-25;04-03-25;04-03-25;0;12-04-25;01-05-25;24-04-25;12;4537;HARMONY (Dropship CR);66;Y;125;-- N/A --;6,905;20-03-25;20541 / ARR#23;;5,765;1000001;;15370;48,136.53;15370;N;TO;Y;( 18/03/2025 06:03:22 - MIGUEL SANDOVAL: «ETA 18-04» ) ( 03/04/2025 07:04:32 - FIORELA AVALOS: «ETA VARIABLE 15/04» ) ( 24/04/2025 11:04:31 - FIORELA AVALOS: «NUEVO ETA 01/05/2025» );Y;N;;;MIXTO;3;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103272;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo CR - FERRETERIA EPA, S.A.;62,999.38;USD;27-10-24;;2;ASNGB500839;3;GESU6656963;FOB  ;FOB  ;FOB  ;11-02-25;12-02-25;08-02-25;10-02-25;Y;2;Y;27-02-25;27-02-25;26-02-25;-1;24-05-25;16-05-25;16-05-25;-8;4510;HARMONY (Dropship CR);71;Y;125;-- N/A --;6,879;10-03-25;20542 / ARR#24;;6,34;1000001;;15366;62,999.38;15366;N;TO;Y;( 28/02/2025 02:02:09 - MIGUEL SANDOVAL: «Se ha modificado el puerto de embarque. De: no tener puerto a: NINGBO, CHINA» ) ( 20/03/2025 06:03:52 - MIGUEL SANDOVAL: «ETA 4 DE MAYO» ) ( 02/05/2025 01:05:38 - FIORELA AVALOS: «ETA VARIABLE 13/05» ) ( 09/05/2025 09:05:25 - FIORELA AVALOS: «ETA VARIABLE 14/05» ) ( 16/05/2025 02:05:35 - FIORELA AVALOS: «ETA VARIABLE 16/05» );Y;N;;;MIXTO;5;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103273;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo CR - FERRETERIA EPA, S.A.;75,567.34;USD;27-10-24;;2;ASNGB500841;3;TCLU4078026;FOB  ;FOB  ;FOB  ;11-02-25;11-02-25;08-02-25;12-02-25;Y;4;Y;27-02-25;26-02-25;26-02-25;-1;24-05-25;16-05-25;16-05-25;-8;4528;HARMONY (Dropship CR);71;Y;125;-- N/A --;6,897;14-03-25;20544 / ARR#25;;6,34;1000001;;15365;75,567.34;15365;N;TO;Y;( 28/02/2025 02:02:51 - MIGUEL SANDOVAL: «Se ha modificado el puerto de embarque. De: no tener puerto a: NINGBO, CHINA» ) ( 09/05/2025 09:05:22 - FIORELA AVALOS: «ETA VARIABLE 14/05» ) ( 16/05/2025 02:05:58 - FIORELA AVALOS: «ETA VARIABLE 16/05» );Y;N;;;MIXTO;5;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103274;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo GT - FERRETERIA EPA, S.A. (Guatemala);58,975.67;USD;27-10-24;;2;HCAN00031746;3;MSDU4062546;FOB  ;FOB  ;FOB  ;10-02-25;10-02-25;08-02-25;20-02-25;Y;12;Y;06-03-25;07-03-25;07-03-25;1;16-04-25;30-04-25;30-04-25;14;4556;HARMONY (Dropship GT);66;Y;127;-- N/A --;6,923;26-03-25;20546 / ARR#26;;4,65;1000025;;15380;58,975.67;15380;N;TO;N;( 25/03/2025 06:03:12 - MIGUEL SANDOVAL: «ETA 24-04» ) ( 03/04/2025 07:04:20 - FIORELA AVALOS: «ETA VARIABLE 30/04» );Y;N;;;MIXTO;3;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103275;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo GT - FERRETERIA EPA, S.A. (Guatemala);57,465.73;USD;27-10-24;;2;HCAN00031748;3;MSMU8244036;FOB  ;FOB  ;FOB  ;10-02-25;10-02-25;08-02-25;21-02-25;Y;13;Y;06-03-25;06-03-25;07-03-25;1;16-04-25;30-04-25;30-04-25;14;4557;HARMONY (Dropship GT);66;Y;127;-- N/A --;6,929;01-04-25;20547 / ARR#27;;4,65;1000025;;15379;57,465.73;15379;N;TO;N;( 03/04/2025 07:04:28 - FIORELA AVALOS: «ETA VARIABLE 30/04» );Y;N;;;MIXTO;3;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103276;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo GT - FERRETERIA EPA, S.A. (Guatemala);45,204.12;USD;27-10-24;;2;HCAN00031747;3;CLHU4784520;FOB  ;FOB  ;FOB  ;10-02-25;10-02-25;08-02-25;20-02-25;Y;12;Y;06-03-25;07-03-25;07-03-25;1;16-04-25;30-04-25;30-04-25;14;4578;HARMONY (Dropship GT);66;Y;127;-- N/A --;6,948;21-04-25;20548 / ARR#28;;4,65;1000025;;15378;45,204.12;15378;N;TO;N;( 21/04/2025 01:04:49 - MIGUEL SANDOVAL: «ETA 30-04-2025» );Y;N;;;MIXTO;3;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103277;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo GT - FERRETERIA EPA, S.A. (Guatemala);66,323.73;USD;27-10-24;;2;HNGB00065582;3;TCLU4038358;FOB  ;FOB  ;FOB  ;10-02-25;10-02-25;08-02-25;22-01-25;Y;-17;Y;09-03-25;12-03-25;15-03-25;6;15-04-25;15-04-25;20-04-25;5;4577;HARMONY (Dropship GT);71;Y;127;-- N/A --;6,947;21-04-25;20549 / ARR#29;;4,4;1000025;;15377;66,323.73;15377;N;TO;N;( 21/04/2025 01:04:23 - MIGUEL SANDOVAL: «Se ha modificado el puerto de embarque. De: no tener puerto a: NINGBO, CHINA» );Y;N;;;MIXTO;3;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103278;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo VE - FERRETERIA EPA, C.A.;76,223.12;USD;27-10-24;;2;SZPBL25002847;3;TCLU4001364;FOB  ;CIF  ;FOB  ;10-02-25;11-02-25;08-02-25;14-02-25;Y;6;Y;12-03-25;15-03-25;15-03-25;3;25-05-25;25-05-25;26-05-25;1;4546;Harmony (Drop Ship EPA VE);66;Y;116;-- N/A --;6,914;25-03-25;20552 / ARR#30;IOLFT25-111;5,05;1000022;;15385;76,223.12;15385;N;TO;N;( 18/03/2025 05:03:22 - MIGUEL SANDOVAL: «ETA 14-05-2025» ) ( 02/05/2025 01:05:55 - FIORELA AVALOS: «ETA VARIABLE 27/05» ) ( 09/05/2025 09:05:40 - FIORELA AVALOS: «ETA VARIABLE 20/05» ) ( 16/05/2025 02:05:44 - FIORELA AVALOS: «ETA VARIABLE 23/05» ) ( 23/05/2025 09:05:32 - FIORELA AVALOS: «ETA VARIABLE 25/05» );Y;N;;;CNY;5;28-01-25;14;1;EPA;OLO1;1;draft;0;pending;1;1;1
1103279;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo VE - FERRETERIA EPA, C.A.;59,879.63;USD;27-10-24;;2;SZPBL25002869;3;TCLU4182555;FOB  ;CIF  ;FOB  ;10-02-25;11-02-25;08-02-25;22-02-25;Y;14;Y;18-03-25;15-03-25;15-03-25;-3;25-05-25;25-05-25;26-05-25;1;4547;Harmony (Drop Ship EPA VE);66;Y;116;-- N/A --;6,916;25-03-25;20553 / ARR#31;IOLFT25-113;5,05;1000022;;15384;59,879.63;15384;N;TO;N;( 18/03/2025 05:03:19 - MIGUEL SANDOVAL: «ETA 14-05-2025» ) ( 02/05/2025 01:05:25 - FIORELA AVALOS: «ETA VARIABLE 27/05» ) ( 09/05/2025 09:05:58 - FIORELA AVALOS: «ETA VARIABLE 20/05» ) ( 16/05/2025 02:05:06 - FIORELA AVALOS: «ETA VARIABLE 23/05» ) ( 23/05/2025 09:05:10 - FIORELA AVALOS: «ETA VARIABLE 25/05» );Y;N;;;CNY;5;28-01-25;14;1;EPA;OLO1;1;draft;0;pending;1;1;1
1103280;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo VE - FERRETERIA EPA, C.A.;77,253;USD;27-10-24;;2;SZPBL25002730;3;TGHU5225440;FOB  ;CIF  ;FOB  ;10-02-25;10-02-25;08-02-25;22-01-25;Y;-17;Y;13-03-25;13-03-25;12-03-25;-1;15-05-25;13-05-25;08-05-25;-7;4548;Harmony (Drop Ship EPA VE);66;Y;116;-- N/A --;6,915;25-03-25;20554 / ARR#32;IOLFT25-105;5,75;1000022;;15383;77,253;15383;N;TO;N;( 02/05/2025 01:05:47 - FIORELA AVALOS: «ETA VARIABLE 06/05» ) ( 09/05/2025 09:05:18 - FIORELA AVALOS: «ETA VARIABLE 13/05» );Y;N;;;CNY;4;28-01-25;14;1;EPA;OLO1;1;draft;0;pending;1;1;1
1103281;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo VE - FERRETERIA EPA, C.A.;84,391.2;USD;27-10-24;;2;SHPBL25002387;3;CMAU5440250;FOB  ;CIF  ;FOB  ;10-02-25;11-02-25;08-02-25;12-02-25;Y;4;Y;20-02-25;20-02-25;20-02-25;0;15-04-25;04-05-25;05-05-25;20;4521;Harmony (Drop Ship EPA VE);71;Y;116;-- N/A --;6,888;10-03-25;20555 / ARR#33;IOLFT25-074;6,33;1000022;;15361;84,391.2;15361;N;TO;N;( 17/02/2025 00:02:21 - MIGUEL SANDOVAL: «Se ha modificado el puerto de embarque. De: no tener puerto a: NINGBO, CHINA» ) ( 27/03/2025 01:03:30 - FIORELA AVALOS: «ETA VARIABLE 23/04» ) ( 03/04/2025 07:04:13 - FIORELA AVALOS: «ETA VARIABLE 29/04» ) ( 10/04/2025 03:04:49 - FIORELA AVALOS: «ETA VARIABLE 03/05» ) ( 02/05/2025 03:05:05 - FIORELA AVALOS: «ETA VARIABLE 04/05» );Y;N;;;CNY;5;28-01-25;14;1;EPA;OLO1;1;draft;0;pending;1;1;1
1103282;9;LUMICENTRO INTERNACIONAL, INC                              ;71;ZF - OVERSEAS LOGISTICS OPERATIONS;61,654.45;USD;27-10-24;;2;ASCAN500165;3;TIIU4440147;FOB  ;;;13-02-25;13-02-25;08-02-25;04-03-25;Y;24;Y;04-03-25;04-03-25;04-03-25;0;12-04-25;15-04-25;25-04-25;13;4568;HARMONY (ZF);66;Y;125;52025293025;7,034;07-07-25;20562 / ARR#35;SJOTS0005678;5,910.6;1000001;;15369;61,654.45;15369;N;TO;N;( 24/03/2025 06:03:44 - MIGUEL SANDOVAL: «Se ha modificado el puerto de arribo. De: no tener puerto a: CALDERA, COSTA RICA» ) ( 24/03/2025 06:03:14 - MIGUEL SANDOVAL: «ETA 18-04» ) ( 03/04/2025 07:04:36 - FIORELA AVALOS: «ETA VARIABLE 15/04» );Y;N;;;MIXTO;3;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103283;9;LUMICENTRO INTERNACIONAL, INC                              ;71;ZF - OVERSEAS LOGISTICS OPERATIONS;52,806.38;USD;27-10-24;;2;ASCAN500166;3;ECMU7124870;FOB  ;;;13-02-25;13-02-25;08-02-25;21-02-25;Y;13;Y;01-03-25;01-03-25;01-03-25;0;29-04-25;01-05-25;01-05-25;2;4550;HARMONY (ZF);66;Y;133;52025310226;6,986;23-05-25;20563 / ARR#36;SJOTS0005679;6,061.25;1000001;;15374;52,806.38;15374;N;TO / tarifa inckuye $150 por cambio de caldera a Moin;N;( 24/03/2025 06:03:30 - MIGUEL SANDOVAL: «ETA 14-06-2025, REVISANDO URGENTE CON FF» ) ( 20/04/2025 11:04:22 - MIGUEL SANDOVAL: «ETA 01-05» ) ( 20/04/2025 11:04:27 - MIGUEL SANDOVAL: «Se ha modificado el puerto de arribo. De: no tener puerto a: MOÍN, COSTA RICA» );Y;N;;;MIXTO;5;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103305;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo CR - FERRETERIA EPA, S.A.;35,738.24;USD;27-10-24;;2;ASCAN500183;3;GESU6676070;FOB  ;FOB  ;FOB  ;24-02-25;24-02-25;08-02-25;24-02-25;Y;16;Y;16-03-25;08-03-25;08-03-25;-8;20-05-25;16-05-25;16-05-25;-4;4559;HARMONY (Dropship CR);66;Y;125;-- N/A --;6,939;16-04-25;20545 / ARR#62;;5,765;1000001;;15375;35,738.24;15375;N;TO;Y;( 25/03/2025 05:03:53 - MIGUEL SANDOVAL: «ETA 07-05-2025» ) ( 02/05/2025 03:05:35 - FIORELA AVALOS: «ETA VARIABLE 13/05» ) ( 09/05/2025 09:05:59 - FIORELA AVALOS: «ETA VARIABLE 14/05» ) ( 16/05/2025 03:05:43 - FIORELA AVALOS: «ETA VARIABLE 16/05» );Y;N;;;CNY;5;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103306;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo CR - FERRETERIA EPA, S.A.;69,450.32;USD;27-10-24;;2;ASCAN500359;3;CMAU9084563;FOB  ;FOB  ;FOB  ;06-03-25;06-03-25;08-02-25;15-03-25;Y;35;Y;28-03-25;05-04-25;31-03-25;3;28-05-25;05-07-25;05-07-25;38;4569;HARMONY (Dropship CR);66;Y;125;-- N/A --;6,938;16-04-25;20543 / ARR#64;;5,765;1000001;;15392;69,450.32;15392;N;TO;Y;( 09/05/2025 09:05:26 - FIORELA AVALOS: «ETA VARIABLE 17/06» ) ( 16/05/2025 03:05:51 - FIORELA AVALOS: «ETA VARIABLE 22/06» ) ( 23/05/2025 09:05:52 - FIORELA AVALOS: «ETA VARIABLE 23/06» ) ( 10/06/2025 12:06:16 - FIORELA AVALOS: «ETA VARIABLE 30/06» ) ( 20/06/2025 11:06:56 - FIORELA AVALOS: «ETA VARIABLE 02/07» ) ( 02/07/2025 08:07:38 - FIORELA AVALOS: «ETA VARIABLE 05/07» );Y;N;;;MIXTO;5;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103307;9;LUMICENTRO INTERNACIONAL, INC                              ;71;ZF - OVERSEAS LOGISTICS OPERATIONS;51,283.65;USD;27-10-24;;2;ASCAN500358;3;CMAU3509399;FOB  ;;;06-03-25;07-03-25;08-02-25;15-03-25;Y;35;Y;28-03-25;28-03-25;28-03-25;0;28-05-25;05-07-25;05-07-25;38;4589;HARMONY (ZF);66;Y;125;52025496518;7,072;28-07-25;20564 / ARR#66;SJOTS0005893;5,891.75;1000001;;15394;51,283.65;15394;N;TO;N;( 09/05/2025 09:05:52 - FIORELA AVALOS: «ETA VARIABLE 17/06» ) ( 16/05/2025 03:05:56 - FIORELA AVALOS: «ETA VARIABLE 22/06» ) ( 23/05/2025 09:05:18 - FIORELA AVALOS: «ETA VARIABLE 23/06» ) ( 10/06/2025 12:06:46 - FIORELA AVALOS: «ETA VARIABLE 30/06» ) ( 20/06/2025 11:06:38 - FIORELA AVALOS: «ETA VARIABLE 02/07» ) ( 02/07/2025 08:07:20 - FIORELA AVALOS: «ETA VARIABLE 05/07» ) ( 21/07/2025 11:07:54 - LEIDY ELIETH CHAVALA : «Se ha modificado el puerto de arribo. De: no tener puerto a: CALDERA, COSTA RICA» );Y;N;;;CNY;5;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103308;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo GT - FERRETERIA EPA, S.A. (Guatemala);40,075.05;USD;27-10-24;;2;HCAN00031844;3;MSDU4003965;FOB  ;FOB  ;FOB  ;26-02-25;27-02-25;08-02-25;15-03-25;Y;35;Y;20-03-25;21-03-25;21-03-25;1;01-05-25;08-05-25;08-05-25;7;4585;HARMONY (Dropship GT);66;Y;127;-- N/A --;6,955;28-04-25;20550 / ARR#69;;4,65;1000001;;15387;40,075.05;15387;N;TO;N;( 22/04/2025 06:04:06 - MIGUEL SANDOVAL: «ETA 08-05» );Y;N;;;MIXTO;3;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103309;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo GT - FERRETERIA EPA, S.A. (Guatemala);44,807.08;USD;27-10-24;;2;HCAN00031934;3;ECMU7343293;FOB  ;FOB  ;FOB  ;26-02-25;27-02-25;08-02-25;15-03-25;Y;35;Y;03-04-25;03-04-25;03-04-25;0;21-05-25;26-05-25;27-05-25;6;4587;HARMONY (Dropship GT);66;Y;127;-- N/A --;6,957;28-04-25;20551 / ARR#70;;4,65;1000001;;15393;44,807.08;15393;N;TO;N;( 09/05/2025 09:05:51 - FIORELA AVALOS: «ETA VARIABLE 27/05» ) ( 19/05/2025 11:05:17 - FIORELA AVALOS: «ETA VARIABLE 23/05» ) ( 23/05/2025 09:05:41 - FIORELA AVALOS: «ETA VARIABLE 26/05» );Y;N;;;CNY;5;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103310;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo VE - FERRETERIA EPA, C.A.;66,134.8;USD;27-10-24;;2;SZPBL25003362;3;MRKU5097303;FOB  ;CIF  ;FOB  ;05-03-25;06-03-25;08-02-25;15-03-25;Y;35;Y;21-03-25;22-03-25;22-03-25;1;22-05-25;25-06-25;25-06-25;34;4592;Harmony (Drop Ship EPA VE);66;Y;116;-- N/A --;6,97;10-05-25;20558 / ARR#72;IOLFT25-134;4,7;1000022;;15388;66,134.8;15388;N;TO;N;( 05/05/2025 12:05:53 - MIGUEL SANDOVAL: «ETA 16-06» ) ( 19/05/2025 11:05:45 - FIORELA AVALOS: «ETA VARIABLE 25/06» );Y;N;;;CNY;1;28-01-25;21;1;EPA;OLO1;1;draft;0;pending;1;1;1
1103311;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo VE - FERRETERIA EPA, C.A.;25,162.56;USD;27-10-24;;2;SZPBL25002829;3;TCNU5195908;FOB  ;CIF  ;FOB  ;10-02-25;11-02-25;08-08-25;07-01-25;Y;-213;Y;14-03-25;14-03-25;15-03-25;1;25-05-25;25-05-25;26-05-25;1;4565;Harmony (Drop Ship EPA VE);66;Y;116;-- N/A --;6,927;01-04-25;20560 / ARR#73;IOLFT25-114;5,05;1000022;;15382;25,162.56;15382;N;TO;N;( 18/03/2025 05:03:37 - MIGUEL SANDOVAL: «ETA 14-05» ) ( 02/05/2025 04:05:07 - FIORELA AVALOS: «ETA VARIABLE 27/05» ) ( 09/05/2025 09:05:20 - FIORELA AVALOS: «ETA VARIABLE 20/05» ) ( 19/05/2025 11:05:28 - FIORELA AVALOS: «ETA VARIABLE 23/05» ) ( 23/05/2025 09:05:02 - FIORELA AVALOS: «ETA VARIABLE 25/05» );Y;N;;;CNY;5;28-01-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103312;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo VE - FERRETERIA EPA, C.A.;58,491.76;USD;27-10-24;;2;SZPBL25002733;3;CAAU5239466;FOB  ;CIF  ;FOB  ;10-02-25;11-02-25;08-02-25;21-02-25;Y;13;Y;13-03-25;12-03-25;12-03-25;-1;15-05-25;13-05-25;08-05-25;-7;4564;Harmony (Drop Ship EPA VE);66;Y;116;-- N/A --;6,928;01-04-25;20561 / ARR#74;IOLFT25-106;5,75;1000022;;15381;58,491.76;15381;N;TO;N;( 02/05/2025 04:05:27 - FIORELA AVALOS: «ETA VARIABLE 06/05» ) ( 09/05/2025 09:05:00 - FIORELA AVALOS: «ETA VARIABLE 13/05» );Y;N;;;CNY;4;28-01-25;14;1;EPA;OLO1;1;draft;0;pending;1;1;1
1103313;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo VE - FERRETERIA EPA, C.A.;43,287;USD;27-10-24;;2;SHPBL25002386;3;TCKU4601401;FOB  ;CIF  ;FOB  ;10-02-25;11-02-25;08-02-25;10-02-25;Y;2;Y;20-02-25;20-02-25;20-02-25;0;15-04-25;15-04-25;15-04-25;0;4520;Harmony (Drop Ship EPA VE);71;Y;116;-- N/A --;6,887;10-03-25;20556 / ARR#76;IOLFT25-071;6,33;1000022;;15360;43,287;15360;N;TO;N;( 17/02/2025 00:02:35 - MIGUEL SANDOVAL: «Se ha modificado el puerto de embarque. De: no tener puerto a: NINGBO, CHINA» ) ( 07/03/2025 09:03:58 - MIGUEL SANDOVAL: «ETA 05-04» ) ( 20/03/2025 11:03:15 - FIORELA AVALOS: «ETA VARIABLE 09/04» ) ( 27/03/2025 01:03:46 - FIORELA AVALOS: «ETA VARIABLE 11/04» ) ( 03/04/2025 07:04:36 - FIORELA AVALOS: «ETA VARIABLE 30/04» ) ( 10/04/2025 03:04:04 - FIORELA AVALOS: «ETA VARIABLE 15/04» );Y;N;;;CNY;5;28-01-25;14;1;EPA;OLO1;1;draft;0;pending;1;1;1
