ORDER_NUMBER;VENDOR_ID;VENDOR_NAME;RETAIL_GROUP;ROUTE_LABEL;NET_TOTAL;CURRENCY;EMISION_DATE_PO;CATEGORY;MODE;MBL_NUMBER;CONTAINER_TYPE;CONTAINER_NUMBER;INCOTERMS;LOGISTICS_INCOTERM;PRICE_INCOTERM;DATE_BOOKING_REQUEST;DATE_BOOKING_AUTHORIZED;DATE_CARGA_PO;DATE_THEORICAL_LOAD;CARGA_LISTA_VALIDADA;DIF_LOAD_DATE;ETD_INITIAL_VALIDATED;DATE_ETD_INITIAL;DATE_ETD_UPDATED;DATE_ETD;ETD_DATES_DIFFERENCE;ETA_INICIAL;DATE_ETA_UPDATED;DATE_ETA;ETA_DATES_DIFFERENCE;CASE_NUMBER_FILE;CONSOLIDATOR_NAME;DEPARTURE_PORT;PORT_OF_LOADING_VALIDATED;ARRIVAL_PORT;CUSTOMS_DUA;RECEIPT_NOTE;RECEIPT_NOTE_DATE;FACTORY_PROFORMA_NUMBER;CARGO_INVOICE_NUMBER;FREIGHT_AMOUNT;SERVICE_PROVIDER;CBM;INVOICE;INVOICE_AMOUNT;FACTURA_MERCA;HAS_FACTURE_MERCA;VISIBILITY_NOTES;APPLIES_TLC;COMMENTS;APPLY_TECHNICAL_NOTE;APPLIES_AF;BONDED_WAREHOUSE_ENTER;BONDED_WAREHOUSE_EXIT;REASON;SHIPPING_LINE;FORWADER_DATE;CONTAINER_FREE_DAYS;TARIFF_TYPE;CUSTOMER_TYPE;TRADING_COMPANY;company_id;status;total_amount;ensurence_type;bill_to_id;kanban_status_id;ship_to_id
1103314;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo VE - FERRETERIA EPA, C.A.;72,094.4;USD;27-10-24;;2;SHPBL25002385;3;TCLU9842693;FOB  ;CIF  ;FOB  ;10-02-25;11-02-25;08-02-25;10-02-25;Y;2;Y;20-02-25;20-02-25;20-02-25;0;15-04-25;04-05-25;05-05-25;20;4523;Harmony (Drop Ship EPA VE);71;Y;116;-- N/A --;6,89;10-03-25;20557 / ARR#77;IOLFT25-072;6,33;1000022;;15359;72,094.4;15359;N;TO;N;( 17/02/2025 00:02:41 - MIGUEL SANDOVAL: «Se ha modificado el puerto de embarque. De: no tener puerto a: NINGBO, CHINA» ) ( 07/03/2025 08:03:12 - MIGUEL SANDOVAL: «ETA 23-04» ) ( 03/04/2025 07:04:58 - FIORELA AVALOS: «ETA VARIABLE 29/04» ) ( 10/04/2025 03:04:23 - FIORELA AVALOS: «ETA VARIABLE 03/05» ) ( 02/05/2025 04:05:46 - FIORELA AVALOS: «ETA VARIABLE 04/05» );Y;N;;;CNY;5;28-01-25;14;1;EPA;OLO1;1;draft;0;pending;1;1;1
1103315;9;LUMICENTRO INTERNACIONAL, INC                              ;71;Directo VE - FERRETERIA EPA, C.A.;60,647.06;USD;27-10-24;;2;SHPBL25002389;3;APZU4735348;FOB  ;CIF  ;FOB  ;10-02-25;11-02-25;08-02-25;12-02-25;Y;4;Y;20-02-25;20-02-25;20-02-25;0;15-04-25;15-04-25;15-04-25;0;4522;Harmony (Drop Ship EPA VE);71;Y;116;-- N/A --;6,889;10-03-25;20559 / ARR#78;IOLFT25-073;6,33;1000022;;15358;60,647.06;15358;N;TO;N;( 17/02/2025 00:02:35 - MIGUEL SANDOVAL: «Se ha modificado el puerto de embarque. De: no tener puerto a: NINGBO, CHINA» ) ( 06/03/2025 05:03:46 - MIGUEL SANDOVAL: «ETA 23-04» ) ( 10/04/2025 03:04:43 - FIORELA AVALOS: «ETA VARIABLE 15/04» );Y;N;;;MIXTO;5;28-01-25;14;;EPA;OLO1;1;draft;0;pending;1;1;1
1103318;193;ZHEJIANG TOPWE TOOLS MANUFACTURING CO.                     ;76;ZF - OVERSEAS LOGISTICS OPERATIONS;42,096.07;USD;31-10-24;;2;ASNGB502036;3;APZU4615980;FOB  ;;;19-03-25;19-03-25;15-01-25;06-03-25;Y;50;Y;29-03-25;29-03-25;29-03-25;0;14-05-25;19-06-25;19-06-25;36;4574;HARMONY (ZF);71;Y;125;52025426381;7,016;27-06-25;TPW240723170;1,00001E+17;5,636.75;1000001;;TPW240723170;42,096.07;TPW240723170                  ;N;TO;N;( 02/05/2025 04:05:05 - FIORELA AVALOS: «ETA VARIABLE 03/06» ) ( 19/05/2025 11:05:00 - FIORELA AVALOS: «ETA VARIABLE 22/06» ) ( 23/05/2025 09:05:38 - FIORELA AVALOS: «ETA VARIABLE 23/06» ) ( 10/06/2025 12:06:05 - FIORELA AVALOS: «ETA VARIABLE 20/06» ) ( 20/06/2025 11:06:19 - FIORELA AVALOS: «ETA VARIABLE 19/06» );N;N;;;PEDIDO COMPRA;5;14-02-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103319;8030;TAIZHOU SUNLIGHT ELECTRIC MACHINERY & PUMP INDUSTRY CO., LT;76;ZF - OVERSEAS LOGISTICS OPERATIONS;35,764.7;USD;31-10-24;;2;ASNGB500090;3;CMAU2386854;FOB  ;;;06-01-25;07-01-25;15-01-25;27-12-24;Y;-19;Y;16-01-25;18-01-25;18-01-25;2;17-03-25;07-04-25;30-03-25;13;4504;HARMONY (ZF);71;Y;125;52025257333;6,952;24-04-25;24SN-10-009 23171;SJOTS0005593;6,081.75;1000001;;25YGJD-004;35,764.7;25YGJD-004                    ;N;TO;N;( 18/02/2025 07:02:30 - MIGUEL SANDOVAL: «ETA 01-04» ) ( 10/03/2025 04:03:17 - FIORELA AVALOS: «ETA VARIABLE 08/04» ) ( 27/03/2025 01:03:33 - FIORELA AVALOS: «ETA VARIABLE 07/04» );N;N;;;PEDIDO COMPRA;5;;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103320;8030;TAIZHOU SUNLIGHT ELECTRIC MACHINERY & PUMP INDUSTRY CO., LT;76;Directo VE - FERRETERIA EPA, C.A.;69,444.4;USD;31-10-24;;1;SHPBL25001189;3;ECMU7085516;FOB  ;CIF  ;FOB  ;03-01-25;03-01-25;15-01-25;27-12-24;Y;-19;Y;25-01-25;31-01-25;31-01-25;6;14-04-25;22-03-25;24-03-25;-21;4515;Harmony (Drop Ship EPA VE);71;Y;116;-- N/A --;6,883;10-03-25;24SN-10-010 23172;IOLFT25-038;6,55;1000022;;25YGJD-009;69,444.4;25YGJD-009                    ;N;PL recibido / TO;N;( 10/03/2025 04:03:44 - FIORELA AVALOS: «ETA VARIABLE 16/03» ) ( 13/03/2025 01:03:33 - FIORELA AVALOS: «ETA VARIABLE 21/03» ) ( 20/03/2025 11:03:13 - FIORELA AVALOS: «ETA VARIABLE 22/03» );N;N;;;PEDIDO COMPRA;5;;14;1;EPA;OLO1;1;draft;0;pending;1;1;1
1103321;85;BESTWAY ENTERPRISE COMPANY LIMITED                         ;78;Directo VE - FEBECA C.A. ;43,236.51;USD;07-11-24;;2;SHPBL25001153;3;TXGU8243350;FOB  ;CIF  ;FOB  ;07-01-25;07-01-25;20-01-25;23-01-25;Y;3;Y;26-01-25;08-02-25;08-02-25;13;12-04-25;22-03-25;24-03-25;-19;4519;Harmony (Drop Ship FEBECA VE);91;Y;116;-- N/A --;6,878;05-03-25;1103321;IOLFT25-049;6,45;1000022;;2025MHK-00159;43,236.51;2025MHK-00159                 ;N;TO;N;( 04/03/2025 07:03:37 - MIGUEL SANDOVAL: «ETA 16-03» ) ( 13/03/2025 01:03:50 - FIORELA AVALOS: «ETA VARIABLE 21/03» ) ( 20/03/2025 11:03:33 - FIORELA AVALOS: «ETA VARIABLE 22/03» );N;N;;;PEDIDO COMPRA;5;31-12-24;14;1;EPA;OLO1;1;draft;0;pending;1;1;1
1103337;211;MERINO INDUSTRIES LIMITED                                  ;71;Directo CR - FERRETERIA EPA, S.A.;76,017.02;USD;05-12-24;;2;MEDUVW873149;3;MEDU7047907;FOB  ;CIF  ;CIF  ;09-01-25;09-01-25;06-01-25;31-12-24;Y;-6;Y;15-01-25;15-01-25;15-01-25;0;04-03-25;01-04-25;01-04-25;28;4487;HARMONY (Dropship CR);168;Y;125;-- N/A --;6,873;03-03-25;Diciembre;;1,5;1000006;;1,0039E+13;76,017.02;1003/90002819/25              ;N;CIF Caldera / Indicar en observaciones flete por $1500 y seguro por $13;N;( 03/02/2025 02:02:09 - FIORELA AVALOS: «NUEVO ETA 07/03/2025» ) ( 28/02/2025 11:02:49 - FIORELA AVALOS: «NUEVO ETA 11/03/2025» ) ( 13/03/2025 01:03:52 - FIORELA AVALOS: «ETA VARIABLE 25/03» ) ( 20/03/2025 11:03:05 - FIORELA AVALOS: «ETA VARIABLE 31/03» ) ( 27/03/2025 01:03:10 - FIORELA AVALOS: «ETA VARIABLE 01/04» );N;N;;;PEDIDO COMPRA;3;;0;;EPA;OLO1;1;draft;0;pending;1;1;1
1103338;209;UJUETA TRADING CORPORATION (CHINA)                         ;76;Directo CR - FERRETERIA EPA, S.A.;4,236.8;USD;10-12-24;;2;HCAN00031909;3;CMAU0119360;FOB  ;FOB  ;FOB  ;26-02-25;27-02-25;15-02-25;15-02-25;Y;0;Y;24-03-25;24-03-25;24-03-25;0;21-05-25;19-06-25;19-06-25;29;4583;HARMONY (Dropship CR);91;Y;125;-- N/A --;6,953;24-04-25;C-002;;5,3;1000025;;53959;4,236.8;53959;N;OLO-EPA - EPA 4% / Aplica TLC / TO;Y;( 09/05/2025 09:05:00 - FIORELA AVALOS: «ETA VARIABLE 17/06» ) ( 19/05/2025 11:05:32 - FIORELA AVALOS: «ETA VARIABLE 22/06» ) ( 23/05/2025 09:05:18 - FIORELA AVALOS: «ETA VARIABLE 23/06» ) ( 10/06/2025 12:06:06 - FIORELA AVALOS: «ETA VARIABLE 20/06» ) ( 20/06/2025 11:06:58 - FIORELA AVALOS: «ETA VARIABLE 19/06» );N;N;;;PEDIDO COMPRA;5;17-02-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103339;209;UJUETA TRADING CORPORATION (CHINA)                         ;76;ZF - OVERSEAS LOGISTICS OPERATIONS;95,328;USD;10-12-24;;2;HCAN00031961;3;CMAU0119360;FOB  ;;;26-02-25;27-02-25;15-02-25;15-02-25;Y;0;Y;24-03-25;24-03-25;24-03-25;0;21-05-25;19-06-25;19-06-25;29;4595;HARMONY (ZF);91;Y;125;12025061147;7,098;04-08-25;C-002;1,00003E+17;5,215.79;1000025;;53958;95,328.01;53958;N;OLO-EPA  - Harmony 96%;N;( 09/05/2025 09:05:24 - FIORELA AVALOS: «ETA VARIABLE 17/06» ) ( 19/05/2025 11:05:11 - FIORELA AVALOS: «ETA VARIABLE 22/06» ) ( 23/05/2025 09:05:57 - FIORELA AVALOS: «ETA VARIABLE 23/06» ) ( 10/06/2025 12:06:35 - FIORELA AVALOS: «ETA VARIABLE 20/06» ) ( 20/06/2025 11:06:12 - FIORELA AVALOS: «ETA VARIABLE 19/06» );N;N;;;PEDIDO COMPRA;5;17-02-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103340;209;UJUETA TRADING CORPORATION (CHINA)                         ;76;Directo CR - FERRETERIA EPA, S.A.;78,161.952;USD;10-12-24;;2;HSHA00079759;3;TCLU4052525;FOB  ;FOB  ;FOB  ;27-02-25;27-02-25;15-02-25;10-03-25;Y;23;Y;17-03-25;17-03-25;18-03-25;1;26-05-25;16-05-25;16-05-25;-10;4581;HARMONY (Dropship CR);91;Y;125;-- N/A --;6,951;23-04-25;C-003;;5,4;1000025;;54024;78,161.95;54024;N;OLO-EPA - EPA 39% / Aplica TLC / TO;Y;( 22/04/2025 06:04:29 - MIGUEL SANDOVAL: «ETA 06-05» ) ( 02/05/2025 04:05:06 - FIORELA AVALOS: «ETA VARIABLE 13/05» ) ( 09/05/2025 09:05:59 - FIORELA AVALOS: «ETA VARIABLE 14/05» ) ( 19/05/2025 11:05:35 - FIORELA AVALOS: «ETA VARIABLE 16/05» );N;N;;;PEDIDO COMPRA;5;17-02-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103341;209;UJUETA TRADING CORPORATION (CHINA)                         ;76;ZF - OVERSEAS LOGISTICS OPERATIONS;121,707.3728;USD;10-12-24;;2;HSHA00079965;3;TCLU4052525;FOB  ;;;27-02-25;27-02-25;15-02-25;10-03-25;Y;23;Y;17-03-25;17-03-25;18-03-25;1;26-05-25;16-05-25;16-05-25;-10;4594;HARMONY (ZF);91;Y;125;52025342815;6,998;02-06-25;C-004;1,00003E+17;3,374.95;1000025;;54025;121,707.37;54025;N;OLO-EPA - Harmony 61%;N;( 22/04/2025 06:04:44 - MIGUEL SANDOVAL: «ETA 06-05» ) ( 02/05/2025 04:05:22 - FIORELA AVALOS: «ETA VARIABLE 13/05» ) ( 09/05/2025 09:05:19 - FIORELA AVALOS: «ETA VARIABLE 14/05» ) ( 19/05/2025 11:05:06 - FIORELA AVALOS: «ETA VARIABLE 16/05» );N;N;;;PEDIDO COMPRA;5;17-02-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103342;209;UJUETA TRADING CORPORATION (CHINA)                         ;76;Directo VE - FERRETERIA EPA, C.A.;49,476;USD;17-12-24;;2;SHPBL25004712;1;HASU1174235;FOB  ;CIF  ;FOB  ;25-02-25;25-02-25;15-02-25;20-03-25;Y;33;Y;02-04-25;03-04-25;03-04-25;1;19-05-25;18-06-25;17-06-25;29;4593;Harmony (Drop Ship EPA VE);91;Y;116;-- N/A --;6,966;07-05-25;C-005;IOLFT25-177;4,15;1000022;;54026;49,476;54026;N;TO;N;( 09/05/2025 09:05:53 - FIORELA AVALOS: «ETA VARIABLE 18/06» );N;N;;;PEDIDO COMPRA;1;17-02-25;15;1;EPA;OLO1;1;draft;0;pending;1;1;1
1103345;106;NINGBO BEDA  HOME DECORATION LTD;73;Directo CR - FERRETERIA EPA, S.A.;14,890.2;USD;10-12-24;;2;ASNGB500131;3;SEGU6477005;FOB  ;FOB  ;FOB  ;09-01-25;09-01-25;15-01-25;24-01-25;Y;9;Y;30-01-25;13-02-25;16-02-25;17;15-04-25;24-04-25;24-04-25;9;4463;HARMONY (Dropship CR);71;Y;133;-- N/A --;6,825;04-02-25;Additional Items;;6,775;1000001;;177489;14,890.2;177489;N;OLO-EPA  EPA 31% / TO;Y;( 25/02/2025 10:02:26 - MIGUEL SANDOVAL: «VALIDANDO ETA» ) ( 27/03/2025 01:03:54 - FIORELA AVALOS: «ETA VARIABLE 01/04» ) ( 28/03/2025 09:03:27 - MIGUEL SANDOVAL: «REVISANDO ETA CON FF URGENTE / ETA 07-06» ) ( 08/04/2025 01:04:13 - MIGUEL SANDOVAL: «Se ha modificado el puerto de arribo. De: no tener puerto a: MOÍN, COSTA RICA» ) ( 20/04/2025 11:04:49 - MIGUEL SANDOVAL: «ETA 24-04» );N;N;;;PEDIDO COMPRA;5;;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103346;106;NINGBO BEDA  HOME DECORATION LTD;73;ZF - OVERSEAS LOGISTICS OPERATIONS;32,405.4;USD;10-12-24;;2;ASNGB500130;3;SEGU6477005;FOB  ;;;09-01-25;09-01-25;15-01-25;24-01-25;Y;9;Y;30-01-25;13-02-25;16-02-25;17;15-04-25;24-04-25;24-04-25;9;4507;HARMONY (ZF);71;Y;133;52025276224;6,968;08-05-25;Additional Items;SJOTS0005654;4,654.95;1000001;;177489-1;32,405.4;177489-1                      ;N;OLO-EPA -  Harmony 69%;N;( 27/03/2025 01:03:25 - FIORELA AVALOS: «ETA VARIABLE 01/04» ) ( 28/03/2025 09:03:39 - MIGUEL SANDOVAL: «REVISANDO ETA CON FF URGENTE / ETA 07-06» ) ( 08/04/2025 01:04:20 - MIGUEL SANDOVAL: «Se ha modificado el puerto de arribo. De: no tener puerto a: MOÍN, COSTA RICA» );N;N;;;PEDIDO COMPRA;5;;0;;EPA;OLO1;1;draft;0;pending;1;1;1
1103348;178;MATERIALES ELECTRICOS AGUILA DE LATINOAM                   ;72;Directo VE - FERRETERIA EPA, C.A.;44,613.81;USD;12-12-24;;2;EM03-0750-2025/00;3;MRSU6242646;EXW  ;EXW  ;FCA  ;05-03-25;05-03-25;27-12-24;26-12-24;Y;-1;Y;20-03-25;28-03-25;28-03-25;8;31-03-25;07-04-25;10-04-25;10;4545;Harmony (Drop Ship EPA VE);133;N;116;-- N/A --;6,917;25-03-25;PI 15147;IOLFT25-082;3,47;1000022;;1,00001E+17;44,613.81;765/773                       ;N;;N;( 10/03/2025 04:03:17 - FIORELA AVALOS: «ETA VARIABLE 10/03» ) ( 27/03/2025 01:03:57 - FIORELA AVALOS: «ETA VARIABLE 07/04» );Y;N;;;PEDIDO COMPRA;;;0;;EPA;OLO1;1;draft;0;pending;1;1;1
1103349;178;MATERIALES ELECTRICOS AGUILA DE LATINOAM                   ;72;Directo VE - FERRETERIA EPA, C.A.;52,801.88;USD;12-12-24;;2;EM02-0745-2025/00;3;TGBU6656497;EXW  ;EXW  ;FCA  ;13-02-25;13-03-25;27-12-24;27-12-24;Y;0;Y;28-02-25;28-02-25;28-02-25;0;10-03-25;10-03-25;09-03-25;-1;4514;Harmony (Drop Ship EPA VE);133;N;116;-- N/A --;6,88;10-03-25;PI 15148;IOLFT25-082;;1000022;;767;52,801.88;767;N;;N;( 10/03/2025 04:03:34 - FIORELA AVALOS: «ETA VARIABLE 10/03» );Y;N;;;PEDIDO COMPRA;;;0;;EPA;OLO1;1;draft;0;pending;1;1;1
1103354;209;UJUETA TRADING CORPORATION (CHINA)                         ;76;Directo VE - FEBECA C.A. ;62,7;USD;17-12-24;;2;SHPBL25004712;3;HASU1174235;FOB  ;CIF  ;FOB  ;25-02-25;25-02-25;15-02-25;20-03-25;Y;33;Y;02-04-25;03-04-25;03-04-25;1;19-05-25;18-06-25;17-06-25;29;4593;Harmony (Drop Ship FEBECA VE);91;Y;116;-- N/A --;6,967;07-05-25;C-006 (MODIFICADA);;;1000022;;54027;62,7;54027;N;;N;( 05/05/2025 01:05:10 - MIGUEL SANDOVAL: «ETA 26-05» ) ( 09/05/2025 09:05:14 - FIORELA AVALOS: «ETA VARIABLE 18/06» );N;N;;;PEDIDO COMPRA;1;17-02-25;0;;EPA;OLO1;1;draft;0;pending;1;1;1
1103355;198;GBR CORPORATION LTD.                                       ;76;Directo SV - FERRETERIA EPA, S.A. DE C.V.;48,457.08;USD;20-12-24;;2;ASNGB502673;3;CAIU9759200;FOB  ;FOB  ;EXW  ;01-04-25;03-04-25;21-03-25;06-04-25;Y;16;Y;20-04-25;27-04-25;20-04-25;0;06-06-25;07-07-25;06-07-25;30;4605;HARMONY (Dropship SV);71;Y;122;-- N/A --;6,974;16-05-25;EPASV-20241217;;4,425;1000001;;0001-222741;48,457.08;0001-222741                   ;N;TO;N;( 19/05/2025 11:05:14 - FIORELA AVALOS: «ETA VARIABLE 13/06» ) ( 23/05/2025 09:05:52 - FIORELA AVALOS: «ETA VARIABLE 16/06» ) ( 10/06/2025 12:06:38 - FIORELA AVALOS: «ETA VARIABLE 23/06» ) ( 20/06/2025 11:06:45 - FIORELA AVALOS: «ETA VARIABLE 24/06» ) ( 02/07/2025 08:07:39 - FIORELA AVALOS: «ETA VARIABLE 07/07» );N;N;;;PEDIDO COMPRA;5;18-03-25;14;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103356;62;TECNIALAMBRE S.A.                                          ;77;Directo CR - FERRETERIA EPA, S.A.;26,64;USD;23-12-24;;2;EMFCL25040051;3;CMAU4849069;FOB  ;FOB  ;FOB  ;09-04-25;09-04-25;01-02-25;29-04-25;Y;87;Y;08-05-25;09-05-25;08-05-25;0;22-05-25;22-05-25;22-05-25;0;4590;HARMONY (Dropship CR);115;Y;133;-- N/A --;6,963;06-05-25;FACTURA PROFORMA 05-;;3,81;1000025;;FVE - 7266;26,64;FVE - 7266                    ;N;TO;Y;( 09/04/2025 11:04:30 - GENESIS ALONDRA BERMUDEZ FERNANDEZ: «Se ha modificado el puerto de embarque. De: no tener puerto a: BUENAVENTURA, COLOMBIA» ) ( 23/04/2025 07:04:46 - GENESIS ALONDRA BERMUDEZ FERNANDEZ: «Se ha modificado el puerto de embarque. De: no tener puerto a: CARTAGENA, COLOMBIA» ) ( 23/04/2025 07:04:46 - GENESIS ALONDRA BERMUDEZ FERNANDEZ: «Se ha modificado el puerto de arribo. De: no tener puerto a: MOÍN, COSTA RICA» ) ( 19/05/2025 11:05:34 - FIORELA AVALOS: «ETA VARIABLE 22/05» );N;N;;;PEDIDO COMPRA;5;13-03-25;7;0;EPA;OLO1;1;draft;0;pending;1;1;1
1103357;196;GRUPO XGP MOTOR SPORT S.R.L.                               ;73;ZF - OVERSEAS LOGISTICS OPERATIONS;8,685.72;USD;24-12-24;;2;ASNGB413345;21;HLBU9524451;FOB  ;;;01-01-25;01-01-25;30-12-24;31-12-24;Y;1;Y;05-01-25;05-01-25;05-01-25;0;21-02-25;07-03-25;08-03-25;15;4498;HARMONY (ZF);71;Y;125;52025281260;6,969;09-05-25;LCL SV y GT;SJOTS0005491;1,391.62;1000001;;132;8,685.72;132;N;TO;N;( 21/02/2025 11:02:01 - FIORELA AVALOS: «NUEVO ETA 21/03/2025» ) ( 27/02/2025 03:02:29 - FIORELA AVALOS: «ETA VARIABLE 07/03» );Y;N;;;PEDIDO COMPRA;;26-11-24;0;;EPA;OLO1;1;draft;0;pending;1;1;1
