NAME PORT;CODE;COUNTRY;CITY;LATITUD;LONGITUD;TYPE;;NAME SHIPPING LINE;TYPE;CODE;;transporte:;;Contenedor
Chetumal International Airport;MXCTM;MX;Chetumal;1.850.469.971;-8.832.679.749;air;;;;;;;;
Cooktown Airport;AUCTN;AU;;1.544.470.024;1.451.840.057;air;;;;;;;;
Calverton Executive Airpark;USCTO;US;Calverton;409.151.001;-7.279.190.063;air;;;;;;;;
Carutapera Airport;BRCTP;BR;Carutapera;1.250.277.996;-4.601.722.336;air;;;;;;;;
Santa Vitória do Palmar Airport;BRCTQ;BR;Santa Vitória Do Palmar;-3.350.222.397;-533.441.658;air;;;;;;;;
Cattle Creek Airport;AUCTR;AU;;-1.760.700.035;131.548.996;air;;;;;;;;
New Chitose Airport;JPCTS;JP;Chitose / Tomakomai;4.277.519.989;1.416.920.013;air;;;;;;;;
Diu Airport;INDIU;IN;Diu;2.071.310.043;709.210.968;air;;;;;;;;
Le Castellet Airport;FRCTT;FR;Le Castellet;4.325.249.863;5.785.190.105;air;;;;;;;;
Chengdu Shuangliu International Airport;CNCTU;CN;Chengdu;3.057.850.075;1.039.469.986;air;;;;;;;;
Cortland County Chase Field;USCTX;US;Cortland;4.259.260.178;-7.621.489.716;air;;;;;;;;
Cross City Airport;USCTY;US;Cross City;2.963.549.995;-8.310.479.736;air;;;;;;;;
Sampson County Airport;USCTZ;US;Clinton;349.756.012;-7.836.460.114;air;;;;;;;;
Ciudad Constitución Airport;MXCUA;MX;Ciudad Constitución;2.505.380.058;-1.116.149.979;air;;;;;;;;
Jim Hamilton L . B . Owens Airport;USCUB;US;Columbia;3.397.050.095;-8.099.520.111;air;;;;;;;;
Camilo Daza International Airport;COCUC;CO;Cúcuta;792.757;-725.115;air;;;;;;;;
Caloundra Airport;AUCUD;AU;;-2.679.999.924;1.531.000.061;air;;;;;;;;
Mariscal Lamar Airport;ECCUE;EC;Cuenca;-288.947;-78.984.398;air;;;;;;;;
Cuneo International Airport;ITCUF;IT;Cuneo;4.547.001;762.322;air;;;;;;;;
Cudal Airport;AUCUG;AU;;-3.327.830.124;1.487.630.005;air;;;;;;;;
Cushing Municipal Airport;USCUH;US;Cushing;3.594.990.158;-9.677.310.181;air;;;;;;;;
Currillo Airport;COCUI;CO;Currillo;6667;-72;air;;;;;;;;
Culion Airport;PHCUJ;PH;Culion Island;118.553;1.199.378;air;;;;;;;;
Caye Caulker Airport;BZCUK;BZ;Caye Caulker;1.773.469.925;-8.803.250.122;air;;;;;;;;
Bachigualato Federal International Airport;MXCUL;MX;Culiacán;2.476.449.966;-1.074.749.985;air;;;;;;;;
Cumaná(Antonio José de Sucre) Airport;VECUM;VE;;1.045.033.264;-6.413.047.028;air;;;;;;;;
Cancún International Airport;MXCUN;MX;Cancún;3,65E+18;-8.687.709.808;air;;;;;;;;
Carurú Airport;COCUO;CO;Carurú;10.136;-712.961;air;;;;;;;;
General Francisco Bermúdez Airport;VECUP;VE;Carúpano;1.066.001.415;-632.616.806;air;;;;;;;;
Coen Airport;AUCUQ;AU;Coen;-13.761.133;143.113.311;air;;;;;;;;
Hato International Airport;CWCUR;CW;Willemstad;121.889;-68.959.801;air;;;;;;;;
Cutral - Co Airport;ARCUT;AR;Cutral - Co;9,40E+23;-6.926.460.266;air;;;;;;;;
General Roberto Fierro Villalobos International Airport;MXCUU;MX;Chihuahua;7,03E+23;-1.059.649.963;air;;;;;;;;
Casigua El Cubo Airport;VECUV;VE;Casigua El Cubo;875.813.961;-7.253.630.066;air;;;;;;;;
Cue Airport;AUCUY;AU;;-2.744.669.914;1.179.179.993;air;;;;;;;;
Alejandro Velasco Astete International Airport;PECUZ;PE;Cusco;5,36E+23;-71.938.797;air;;;;;;;;
Chungribu Airport;PGCVB;PG;Chungribu;-4.806.620.121;1.447.149.963;air;;;;;;;;
Cleve Airport;AUCVC;AU;;-3.370.970.154;1.365.050.049;air;;;;;;;;
Coveñas Airport;COCVE;CO;Coveñas;940.092;-756.913;air;;;;;;;;
Courchevel Airport;FRCVF;FR;Courcheval;4.539.670.181;6.634.719.849;air;;;;;;;;
Cincinnati Northern Kentucky International Airport;USCVG;US;Cincinnati;3.904.880.142;-846.678.009;air;;;;;;;;
Caviahue Airport;ARCVH;AR;Lafontaine;-37.851.398;-71.009.201;air;;;;;;;;
Caleta Olivia Airport;ARCVI;AR;Caleta Olivia;-4.643.180.084;-6.751.860.046;air;;;;;;;;
General Mariano Matamoros Airport;MXCVJ;MX;;1.883.480.072;-9.926.129.913;air;;;;;;;;
Cape Vogel Airport;PGCVL;PG;;-9.67;1.500.197.222;air;;;;;;;;
General Pedro Jose Mendez International Airport;MXCVM;MX;Ciudad Victoria;2.370.330.048;-9.895.649.719;air;;;;;;;;
Clovis Municipal Airport;USCVN;US;Clovis;3.442.509.842;-1.030.790.024;air;;;;;;;;
Corvallis Municipal Airport;USCVO;US;Corvallis;4.449.720.001;-1.232.900.009;air;;;;;;;;
Carnarvon Airport;AUCVQ;AU;Carnarvon;-24.880.211;11.367.174;air;;;;;;;;
Hughes Airport;USCVR;US;Culver City;33.975;-118.417;air;;;;;;;;
Cannon Air Force Base;USCVS;US;Clovis;3.438.280.106;-1.033.219.986;air;;;;;;;;
Coventry Airport;GBCVT;GB;Coventry;5.236.970.139;-1.479.719.996;air;;;;;;;;
Corvo Airport;PTCVU;PT;Corvo;39.671.501;-311.136;air;;;;;;;;
Central Wisconsin Airport;USCWA;US;Mosinee;4.477.759.933;-8.966.680.145;air;;;;;;;;
Afonso Pena Airport;BRCWB;BR;Curitiba;-255.284.996;-4.917.580.032;air;;;;;;;;
Chernivtsi International Airport;UACWC;UA;Chernivtsi;4.825.930.023;2.598.080.063;air;;;;;;;;
Cairo West Airport;EGCWE;EG;El Cairo;3.011.639.977;3.091.539.955;air;;;;;;;;
Chennault International Airport;USCWF;US;Lake Charles;302.105.999;-9.314.320.374;air;;;;;;;;
Clinton Municipal Airport;USCWI;US;Clinton;4.183.110.046;-9.032.910.156;air;;;;;;;;
Cangyuan Washan Airport;CNCWJ;CN;Cangyuan Va Autonomous County;23.273.889;99.373.611;air;;;;;;;;
Cardiff International Airport;GBCWL;GB;Cardiff;5.139.670.181;-3.343.329.906;air;;;;;;;;
Campbellpore Airport;PKCWP;PK;Campbellpore;3.376.670.074;7.236.689.758;air;;;;;;;;
Cowarie Airport;AUCWR;AU;;2.771.170.044;1.383.280.029;air;;;;;;;;
Center Island Airport;USCWS;US;Center Island;4.849.010.086;-1.228.320.007;air;;;;;;;;
Cowra Airport;AUCWT;AU;;-3.384.469.986;1.486.490.021;air;;;;;;;;
Corowa Airport;AUCWW;AU;;-3.599.470.139;1.463.569.946;air;;;;;;;;
Cochise County Airport;USCWX;US;Willcox;3.224.539.948;-1.098.949.966;air;;;;;;;;
Caicara del Orinoco Airport;VECXA;VE;;7.625.510.216;-6.616.280.365;air;;;;;;;;
Cox's Bazar Airport;BDCXB;BD;Cox's Bazar;2.145.219.994;9.196.389.771;air;;;;;;;;
Chitina Airport;USCXC;US;Chitina;61.582.901;-144.427.002;air;;;;;;;;
Coldfoot Airport;USCXF;US;Coldfoot;0.252197266;-1.502.039.948;air;;;;;;;;
Vancouver Harbour Water Aerodrome;CACXH;CA;Vancouver;4.929.439.926;-1.231.110.001;air;;;;;;;;
Cassidy International Airport;KICXI;KI;Banana;198.616.004;-1.573.500.061;air;;;;;;;;
Hugo Cantergiani Regional Airport;BRCXJ;BR;Caxias Do Sul;685699996;-511.875;air;;;;;;;;
Calexico International Airport;USCXL;US;Calexico;3.266.949.844;-1.155.130.005;air;;;;;;;;
Camaxilo Airport;AOCXM;AO;Camaxilo;-8.373.609.543;1.892.359.924;air;;;;;;;;
Candala Airport;SOCXN;SO;Candala;11.494;499.085;air;;;;;;;;
Conroe - North Houston Regional Airport;USCXO;US;Houston;30.351.801;-95.414.497;air;;;;;;;;
Tunggul Wulung Airport;IDCXP;ID;Cilacap - Java Island;4,51E+18;1.090.339.966;air;;;;;;;;
Christmas Creek Station Airport;AUCXQ;AU;Christmas Creek;-188.728;1.259.338;air;;;;;;;;
Cam Ranh Airport;VNCXR;VN;Nha Trang;1.199.820.042;1.092.190.018;air;;;;;;;;
Charters Towers Airport;AUCXT;AU;;2.004.310.036;146.272.995;air;;;;;;;;
Cat Cay Airport;BSCXY;BS;North Cat Cay;25.554.555;-79.275.151;air;;;;;;;;
Les Cayes Airport;HTCYA;HT;Les Cayes;1.827.109.909;-7.378.829.956;air;;;;;;;;
Gerrard Smith International Airport;KYCYB;KY;Cayman Brac;1.968.700.027;-7.988.279.724;air;;;;;;;;
Caye Chapel Airport;BZCYC;BZ;Caye Chapel;1.770.079.994;-8.804.109.955;air;;;;;;;;
Town Airstrip;BZCYD;BZ;San Ignacio;17.104.872;-89.101.129;air;;;;;;;;
Chefornak Airport;USCYF;US;Chefornak;6.014.920.044;-1.642.859.955;air;;;;;;;;
Corryong Airport;AUCYG;AU;;-3.618.280.029;1.478.880.005;air;;;;;;;;
Chiayi Airport;TWCYI;TW;Chiayi City;2.346.179.962;1.203.929.977;air;;;;;;;;
Coyoles Airport;HNCYL;HN;Coyoles;15.445.556;-86.675.278;air;;;;;;;;
Chatham Seaplane Base;USCYM;US;Chatham;575.149;-134.945.999;air;;;;;;;;
Vilo Acuña International Airport;CUCYO;CU;Cayo Largo del Sur;2.161.650.085;-8.154.599.762;air;;;;;;;;
Calbayog Airport;PHCYP;PH;Calbayog City;1.207.269.955;1.245.449.982;air;;;;;;;;
Laguna de Los Patos International Airport;UYCYR;UY;Colonia del Sacramento;-3.445.640.182;-5.777.059.937;air;;;;;;;;
Cheyenne Regional Jerry Olson Field;USCYS;US;Cheyenne;4.115.570.068;-1.048.119.965;air;;;;;;;;
Yakataga Airport;USCYT;US;Yakataga;60.080.974;-142.494.541;air;;;;;;;;
Cuyo Airport;PHCYU;PH;Cuyo;1.085.809.994;1.210.690.002;air;;;;;;;;
Captain Rogelio Castillo National Airport;MXCYW;MX;Celaya;20.546;-100.887.001;air;;;;;;;;
Cherskiy Airport;RUCYX;RU;Cherskiy;6.874.060.059;1.613.379.974;air;;;;;;;;
Cauayan Airport;PHCYZ;PH;Cauayan City;1.692.989.922;1.217.529.984;air;;;;;;;;
Chichen Itza International Airport;MXCZA;MX;Chichen Itza;206.413.002;-8.844.619.751;air;;;;;;;;
Carlos Ruhl Airport;BRCZB;BR;Cruz Alta;-2.865.777.779;-5.361.055.756;air;;;;;;;;
Copper Center 2 Airport;USCZC;US;Copper Center;6.194.120.026;-1.452.940.063;air;;;;;;;;
José Leonardo Chirinos Airport;VECZE;VE;Coro;114.149.437;-6.968.090.057;air;;;;;;;;
Cape Romanzof LRRS Airport;USCZF;US;Cape Romanzof;6.178.030.014;-1.660.390.015;air;;;;;;;;
Corozal Municipal Airport;BZCZH;BZ;Corozal;1.838.220.024;-8.841.190.338;air;;;;;;;;
Corazón de Jesús Airport;PACZJ;PA;Corazón de Jesús and Narganá Islands;94.446;-785.888;air;;;;;;;;
Cascade Locks State Airport;USCZK;US;Cascade Locks;4.567.689.896;-1.218.789.978;air;;;;;;;;
Mohamed Boudiaf International Airport;DZCZL;DZ;Constantine;3.627.600.098;6.620.389.938;air;;;;;;;;
Cozumel International Airport;MXCZM;MX;Cozumel;205.223.999;-8.692.559.814;air;;;;;;;;
Chisana Airport;USCZN;US;Chisana;6.207.120.132;-1.420.480.042;air;;;;;;;;
Chistochina Airport;USCZO;US;Chistochina;6.256.349.945;-1.446.690.063;air;;;;;;;;
Cape Pole Seaplane Base;USCZP;US;Cape Pole;5.596.630.096;-1.337.969.971;air;;;;;;;;
Cruzeiro do Sul Airport;BRCZS;BR;Cruzeiro Do Sul;-7.599.909.782;-7.276.950.073;air;;;;;;;;
Dimmit County Airport;USCZT;US;Carrizo Springs;2,22E+18;-9.982.360.077;air;;;;;;;;
Las Brujas Airport;COCZU;CO;Corozal;933.274;-752.856;air;;;;;;;;
Częstochowa - Rudniki;PLCZW;PL;Częstochowa;0.884998;192.047;air;;;;;;;;
Changzhou Benniu Airport;CNCZX;CN;Changzhou;31.919.701;119.778.999;air;;;;;;;;
Cluny Airport;AUCZY;AU;;-2.451.670.074;1.396.170.044;air;;;;;;;;
Davison Army Air Field;USDAA;US;Fort Belvoir;7,15E+27;-7.718.099.976;air;;;;;;;;
Doini Airport;PGDOI;PG;Castori Islets;-107.009;1.507.218;air;;;;;;;;
Daytona Beach International Airport;USDAB;US;Daytona Beach;29.179.899;-81.058.098;air;;;;;;;;
Dhaka / Hazrat Shahjalal International Airport;BDDAC;BD;Dhaka;23.843.347;90.397.783;air;;;;;;;;
Da Nang International Airport;VNDAD;VN;Da Nang;1.604.389.954;1.081.989.975;air;;;;;;;;
Daup Airport;PGDAF;PG;;-47.403;1.459.515;air;;;;;;;;
Barstow Daggett Airport;USDAG;US;Daggett;3.485.369.873;-1.167.870.026;air;;;;;;;;
Dakhla Airport;EGDAK;EG;;2.541.160.011;2.900.309.944;air;;;;;;;;
Dallas Love Field;USDAL;US;Dallas;32.847.099;-96.851.799;air;;;;;;;;
Damascus International Airport;SYDAM;SY;Damascus;3.341.149.902;365.155.983;air;;;;;;;;
Danville Regional Airport;USDAN;US;Danville;3.657.289.886;-7.933.609.772;air;;;;;;;;
Dabo Airport;PGDAO;PG;;3,19E+18;1.478.430.556;air;;;;;;;;
Darchula Airport;NPDAP;NP;Darchula;296.692.009;8.054.840.088;air;;;;;;;;
Julius Nyerere International Airport;TZDAR;TZ;Dar es Salaam;-687.811;39.202.599;air;;;;;;;;
Great Bear Lake Airport;CADAS;CA;Great Bear Lake;6.670.310.211;-1.197.070.007;air;;;;;;;;
Datong Airport;CNDAT;CN;Datong;40.060.299;113.482.002;air;;;;;;;;
Daru Airport;PGDAU;PG;Daru;-9.086.759.567;1.432.079.926;air;;;;;;;;
Enrique Malek International Airport;PADAV;PA;David;8.390.999.794;-8.243.499.756;air;;;;;;;;
Dachuan Airport;CNDAX;CN;Dazhou;311.302;1.074.295;air;;;;;;;;
James M Cox Dayton International Airport;USDAY;US;Dayton;3.990.240.097;-842.193.985;air;;;;;;;;
Darwaz Airport;AFDAZ;AF;Darwaz;3.846.110.153;7.088.249.969;air;;;;;;;;
Dalbandin Airport;PKDBA;PK;Dalbandin;7,83E+18;6.439.980.316;air;;;;;;;;
El Alamein International Airport;EGDBB;EG;El Alamein;3.092.449.951;2.846.139.908;air;;;;;;;;
Baicheng Chang'an Airport;CNDBC;CN;Baicheng;45.505.278;123.019.722;air;;;;;;;;
Dhanbad Airport;INDBD;IN;;2.383.399.963;864.253.006;air;;;;;;;;
Dutch Bay SPB;LKDBK;LK;Kalpitiya Island;8.273;79.756;air;;;;;;;;
Debra Marcos Airport;ETDBM;ET;Debra Marcos;1.035.000.038;3.771.699.905;air;;;;;;;;
W H 'Bud' Barron Airport;USDBN;US;Dublin;3.256.439.972;-8.298.529.816;air;;;;;;;;
Dubbo City Regional Airport;AUDBO;AU;Dubbo;-3.221.670.151;1.485.749.969;air;;;;;;;;
Debepare Airport;PGDBP;PG;Debepare;-6.308.611.111;1.419.055.556;air;;;;;;;;
Dubuque Regional Airport;USDBQ;US;Dubuque;4.240.200.043;-9.070.950.317;air;;;;;;;;
Dubois Municipal Airport;USDBS;US;Dubois;4.416.659.927;-1.122.259.979;air;;;;;;;;
Debre Tabor Airport;ETDBT;ET;Debre Tabor;395;38;air;;;;;;;;
Dambulu Oya Tank Seaplane Base;LKDBU;LK;Dambulla;78.604;806.304;air;;;;;;;;
Dubrovnik Airport;HRDBV;HR;Dubrovnik;4.256.140.137;1.826.819.992;air;;;;;;;;
Dalby Airport;AUDBY;AU;;-2.715.530.014;1.512.669.983;air;;;;;;;;
Ronald Reagan Washington National Airport;USDCA;US;Washington;388.521;-77.037.697;air;;;;;;;;
Canefield Airport;DMDCF;DM;Canefield;1.533.670.044;-6.139.220.047;air;;;;;;;;
Dubai Creek SPB;AEDCG;AE;Dubai;2.524.222.222;5.533.138.889;air;;;;;;;;
Decimomannu Air Base;ITDCI;IT;Decimomannu;9.354.198;897.248;air;;;;;;;;
Dahl Creek Airport;USDCK;US;Dahl Creek;6.694.329.834;-1.569.049.988;air;;;;;;;;
Castres-Mazamet Airport;FRDCM;FR;Castres/Mazamet;4.355.630.112;228.918.004;air;;;;;;;;
RAAF Base Curtin;AUDCN;AU;;1.758.139.992;1.238.280.029;air;;;;;;;;
Decatur HI-Way Airfield;USDCR;US;Decatur;40.837.548;-84.862.464;air;;;;;;;;
Duncan Town Airport;BSDCT;BS;;2.218.180.084;-7.572.949.982;air;;;;;;;;
Pryor Field Regional Airport;USDCU;US;Decatur;3.465.269.852;-8.694.539.642;air;;;;;;;;
Daocheng Yading Airport;CNDCY;CN;Daocheng County;29.323.056;100.053.333;air;;;;;;;;
Dodge City Regional Airport;USDDC;US;Dodge City;3.776.340.103;-9.996.559.906;air;;;;;;;;
Dandong Airport;CNDDG;CN;Dandong;400.247;124.286.003;air;;;;;;;;
Dodoima Airport;PGDDM;PG;;-8.177.361.111;1.478.094.444;air;;;;;;;;
Delta Downs Airport;AUDDN;AU;;-1.699.169.922;1.413.170.013;air;;;;;;;;
Dorado Beach Airport;PRDDP;PR;Dorado;1.846.496.571;-6.629.558.086;air;;;;;;;;
Dadu Airport;PKDDU;PK;Dadu;2.655.450.058;6.767.459.869;air;;;;;;;;
Dera Ghazi Khan Airport;PKDEA;PK;Dera Ghazi Khan;2.996.100.044;7.048.590.088;air;;;;;;;;
Debrecen International Airport;HUDEB;HU;Debrecen;4.748.889.923;2.161.529.922;air;;;;;;;;
Decatur Airport;USDEC;US;Decatur;3.983.459.854;-8.886.569.977;air;;;;;;;;
Dehradun Airport;INDED;IN;Dehradun;30.189.699;78.180.298;air;;;;;;;;
Mendeleyevo Airport;RUDEE;RU;Kunashir Island;4.395.840.073;1.456.829.987;air;;;;;;;;
Dezful Airport;IRDEF;IR;;32.434.399;48.397.598;air;;;;;;;;
Decorah Municipal Airport;USDEH;US;Decorah;4.327.550.125;-9.173.940.277;air;;;;;;;;
Denis Island Airport;SCDEI;SC;Denis Island;-380.222;55.666.901;air;;;;;;;;
Indira Gandhi International Airport;INDEL;IN;New Delhi;285.665;77.103.104;air;;;;;;;;
Donetsk International Airport;UADOK;UA;Donetsk;8.073.601;377.397;air;;;;;;;;
Dembidollo Airport;ETDEM;ET;Dembidollo;8.553.999.901;3.485.800.171;air;;;;;;;;
Denver International Airport;USDEN;US;Denver;3.986.169.815;-1.046.729.965;air;;;;;;;;
Daporijo Airport;INDEP;IN;Daporijo;2.798.550.034;9.422.280.121;air;;;;;;;;
Derim Airport;PGDER;PG;Derim;-6.144.722.222;1.471.072.222;air;;;;;;;;
Desroches Airport;SCDES;SC;Desroches Island;-56.967;536.558;air;;;;;;;;
Coleman A. Young Municipal Airport;USDET;US;Detroit;4.240.919.876;-8.300.990.295;air;;;;;;;;
Nop Goliat Airport;IDDEX;ID;Dekai - Yahukimo;-48.557;139.482.006;air;;;;;;;;
Deir ez-Zor Air Base;SYDEZ;SY;Deir ez-Zor;352.854;40.175.999;air;;;;;;;;
Defiance Memorial Airport;USDFI;US;Defiance;4.133.750.153;-8.442.880.249;air;;;;;;;;
Drumduff Airport;AUDFP;AU;Drumduff;-160.529.995;1.430.119.934;air;;;;;;;;
Dallas Fort Worth International Airport;USDFW;US;Dallas-Fort Worth;32.896.801;-97.038.002;air;;;;;;;;
Dangriga Airport;BZDGA;BZ;Dangriga;1.698.250.961;-8.823.098.755;air;;;;;;;;
Degah Bur Airport;ETDGC;ET;Degah Bur;8.234;435.673;air;;;;;;;;
Dalgaranga Gold Mine Airport;AUDGD;AU;;3,03E+18;1.173.163.889;air;;;;;;;;
Mudgee Airport;AUDGE;AU;Mudgee;-325.625;1.496.109.924;air;;;;;;;;
Douglas Lake Airport;CADGF;CA;Douglas Lake;5.016.546.005;-1.201.712.734;air;;;;;;;;
Fishermans Airfield;PGDGG;PG;Daugo Island;-95.128;1.470.505;air;;;;;;;;
Douglas Municipal Airport;USDGL;US;Douglas;3.134.259.987;-1.095.059.967;air;;;;;;;;
Dandugama Seaplane Base;LKDGM;LK;Colombo;71.079;798.721;air;;;;;;;;
Dahlgren Naval Surface Warfare Center Airport;USDGN;US;Dahlgren;3.833.250.046;-7.703.720.093;air;;;;;;;;
General Guadalupe Victoria International Airport;MXDGO;MX;Durango;2.412.420.082;-1.045.279.999;air;;;;;;;;
Daugavpils Intrenational Airport;LVDGP;LV;Daugavpils;4,47E+18;2.666.500.092;air;;;;;;;;
Dargaville Aerodrome;NZDGR;NZ;;3.593.970.108;1.738.939.972;air;;;;;;;;
Sibulan Airport;PHDGT;PH;Dumaguete City;9.333.709.717;1.233.000.031;air;;;;;;;;
Dedougou Airport;BFDGU;BF;Dedougou;1.245.899.963;-349.000.001;air;;;;;;;;
Converse County Airport;USDGW;US;Douglas;4.279.719.925;-1.053.860.016;air;;;;;;;;
King Abdulaziz Air Base;SADHA;SA;;2.626.539.993;5.015.200.043;air;;;;;;;;
Deer Harbor SPB;USDHB;US;Deer Harbor;4.861.666.667;-1.230.027.778;air;;;;;;;;
Durham Downs Airport;AUDHD;AU;;-2.707.500.076;1.418.999.939;air;;;;;;;;
Al Dhafra Air Base;AEDHF;AE;;2.424.819.946;5.454.769.897;air;;;;;;;;
Dhangarhi Airport;NPDHI;NP;Dhangarhi;2.875.329.971;8.058.190.155;air;;;;;;;;
Kangra Airport;INDHM;IN;;321.651.001;7.626.339.722;air;;;;;;;;
Dothan Regional Airport;USDHN;US;Dothan;3.132.130.051;-8.544.960.022;air;;;;;;;;
De Kooy Airport;NLDHR;NL;Den Helder;5.292.340.088;4.780.620.098;air;;;;;;;;
Dalhart Municipal Airport;USDHT;US;Dalhart;3.602.259.827;-1.025.469.971;air;;;;;;;;
Dibrugarh Airport;INDIB;IN;Dibrugarh;2.748.390.007;9.501.689.911;air;;;;;;;;
Arrachart Airport;MGDIE;MG;;-1.234.939.957;4.929.169.846;air;;;;;;;;
Diqing Airport;CNDIG;CN;Shangri-La;277.936;996.772;air;;;;;;;;
Dijon-Bourgogne Airport;FRDIJ;FR;Dijon/Longvic;68902;5.09;air;;;;;;;;
Dickinson Theodore Roosevelt Regional Airport;USDIK;US;Dickinson;4.679.740.143;-102.802.002;air;;;;;;;;
Presidente Nicolau Lobato International Airport;TLDIL;TL;Dili;-854.640.007;125.526.001;air;;;;;;;;
Dimbokro Airport;CIDIM;CI;Dimbokro;6.651.669.979;-464.056.015;air;;;;;;;;
Dien Bien Phu Airport;VNDIN;VN;Dien Bien Phu;2.139.749.908;1.030.080.032;air;;;;;;;;
Diapaga Airport;BFDIP;BF;Diapaga;12.060.324;1.784.631;air;;;;;;;;
Brigadeiro Cabral Airport;BRDIQ;BR;Divinópolis;-201.807.003;-448.708.992;air;;;;;;;;
Aba Tenna Dejazmach Yilma International Airport;ETDIR;ET;Dire Dawa;9.624.699.593;4.185.419.846;air;;;;;;;;
Ngot Nzoungou Airport;CGDIS;CG;Dolisie;-420.635;126.599;air;;;;;;;;
Mawella Lagoon Seaplane Base;LKDIW;LK;Dickwella;5.990.192;80.733.129;air;;;;;;;;
Diyarbakir Airport;TRDIY;TR;Diyarbakir;3.789.390.183;4.020.100.021;air;;;;;;;;
Djougou Airport;BJDJA;BJ;Djougou;9.692.083.333;1.637.777.778;air;;;;;;;;
Sultan Thaha Airport;IDDJB;ID;Jambi-Sumatra Island;-1.638.020.039;1.036.439.972;air;;;;;;;;
Djerba Zarzis International Airport;TNDJE;TN;Djerba;33.875;107.755.003;air;;;;;;;;
Djanet Inedbirene Airport;DZDJG;DZ;Djanet;4.292.801;945.244;air;;;;;;;;
Jebel Ali Seaplane Base;AEDJH;AE;Jebel Ali;24.988.967;55.023.796;air;;;;;;;;
Sentani Airport;IDDJJ;ID;Jayapura-Papua Island;-2.576.950.073;1.405.160.065;air;;;;;;;;
Djambala Airport;CGDJM;CG;Djambala;706055;14.75;air;;;;;;;;
Delta Junction Airport;USDJN;US;Delta Junction;6.405.039.978;-1.457.169.952;air;;;;;;;;
Daloa Airport;CIDJO;CI;;6.792.809.963;-6.473.189.831;air;;;;;;;;
Dajarra Airport;AUDJR;AU;;-2.170.829.964;1.395.330.048;air;;;;;;;;
Djúpivogur Airport;ISDJU;IS;Djúpivogur;6.464.420.319;-1.428.279.972;air;;;;;;;;
Katsina Airport;NGDKA;NG;Katsina;130.078.001;7.660.449.982;air;;;;;;;;
Dunk Island Airport;AUDKI;AU;Dunk Island;1.794.169.998;1.461.399.994;air;;;;;;;;
Chautauqua County-Dunkirk Airport;USDKK;US;Dunkirk;4.249.330.139;-7.927.200.317;air;;;;;;;;
Léopold Sédar Senghor International Airport;SNDKR;SN;Dakar;1.473.970.032;-1.749.020.004;air;;;;;;;;
Dikson Airport;RUDKS;RU;Dikson;7.351.780.701;8.037.966.919;air;;;;;;;;
Docker River Airport;AUDKV;AU;;-2.486.000.061;1.290.700.073;air;;;;;;;;
Douala International Airport;CMDLA;CM;Douala;4.006.080.151;9.719.479.561;air;;;;;;;;
Zhoushuizi Airport;CNDLC;CN;Dalian;3.896.569.824;1.215.390.015;air;;;;;;;;
Geilo Airport Dagali;NODLD;NO;Dagali;6.041.730.118;8.518.349.648;air;;;;;;;;
Dole-Tavaux Airport;FRDLE;FR;Dole/Tavaux;47.042.686;5.435.061;air;;;;;;;;
Laughlin Air Force Base;USDLF;US;Del Rio;2.935.950.089;-1.007.779.999;air;;;;;;;;
Dillingham Airport;USDLG;US;Dillingham;5.904.470.062;-1.585.050.049;air;;;;;;;;
Duluth International Airport;USDLH;US;Duluth;4.684.209.824;-9.219.360.352;air;;;;;;;;
Lien Khuong Airport;VNDLI;VN;Da Lat;11.75;108.366.997;air;;;;;;;;
Dulkaninna Airport;AUDLK;AU;Dulkaninna;-2.901.329.994;1.384.810.028;air;;;;;;;;
Dillon County Airport;USDLL;US;Dillon;3.444.910.049;-7.936.859.894;air;;;;;;;;
Dalaman International Airport;TRDLM;TR;Dalaman;3.671.310.043;2.879.249.954;air;;;;;;;;
Dillon Airport;USDLN;US;Dillon;2,55E+23;-1.125.530.014;air;;;;;;;;
Columbia Gorge Regional the Dalles Municipal Airport;USDLS;US;The Dalles;4.561.849.976;-1.211.669.998;air;;;;;;;;
Dali Airport;CNDLU;CN;Xiaguan;5.649.401;100.319;air;;;;;;;;
Delissaville Airport;AUDLV;AU;;-1.255.000.019;1.306.849.976;air;;;;;;;;
Dillon's Bay Airport;VUDLY;VU;Dillon's Bay;1.876.939.964;1.690.010.071;air;;;;;;;;
Dalanzadgad Airport;MNDLZ;MN;Dalanzadgad;4.359.170.151;1.044.300.003;air;;;;;;;;
Davis Monthan Air Force Base;USDMA;US;Tucson;3.216.650.009;-1.108.830.032;air;;;;;;;;
Taraz Airport;KZDMB;KZ;Taraz;4.285.359.955;713.035.965;air;;;;;;;;
Doomadgee Airport;AUDMD;AU;;-179.403;138.822.006;air;;;;;;;;
Domodedovo International Airport;RUDME;RU;Moscow;5.540.879.822;3.790.629.959;air;;;;;;;;
Don Mueang International Airport;THDMK;TH;Bangkok;1.391.259.956;1.006.070.023;air;;;;;;;;
King Fahd International Airport;SADMM;SA;Ad Dammam;2.647.120.094;4.979.790.115;air;;;;;;;;
Deming Municipal Airport;USDMN;US;Deming;3.226.229.858;-1.077.210.007;air;;;;;;;;
Sedalia Memorial Airport;USDMO;US;Sedalia;3.870.740.128;-9.317.590.332;air;;;;;;;;
Diamantino Airport;BRDMT;BR;Diamantino;-1.437.689.972;-5.640.039.825;air;;;;;;;;
Dimapur Airport;INDMU;IN;Dimapur;2.588.389.969;9.377.110.291;air;;;;;;;;
