ORDER_NUMBER;VENDOR_ID;VENDOR_NAME;RETAIL_GROUP;EMISION_DATE_PO;ROUTE_LABEL;TOTAL_AMOUNT;CURRENCY;CATEGORY;INCOTERMS;LOGISTICS_INCOTERM;PRICE_INCOTERM;DEPARTURE_PORT_ID;ARRIVAL_PORT_ID;DATE_THEORICAL_LOAD;DATE_CARGA_PO;CASE_NUMBER_FILE;CONSOLIDATOR_NAME;CUSTOMS_DUA;RECEIPT_NOTE;RECEIPT_NOTE_DATE;FACTORY_PROFORMA_NUMBER;INVOICE;INVOICE_AMOUNT;APPLY_TECHNICAL_NOTE;APPLIES_TLC;REASON;CUSTOMER_TYPE;TRADING_COMPANY;Estado o Etapa;Contenedor;Naviera;Tipo de contenedor;Documento de transito;Solicitud de booking;Autorizacion de booking;Fecha de asignacion de agente de carga;ETD inicial;ETD variable;ATD;ETA Inicial;ETA Variable;ATA;Monto de flete;Factura de flete;Tipo de tarifa;Proveedor de servicio;Ingreso a AF;Salida de Almacen fiscal;Usa Almacen fiscal
1103956;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo CR - FERRETERIA EPA, S.A.;116815,91;USD;<null>;FOB  ;FOB  ;FOB  ;66;125;2026-03-01;2026-03-01;<null>;HARMONY (Dropship CR);<null>;<null>;<null>;21040;<null>;<null>;true;true;CNY;EPA;OLO1;Produccion;735-23;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103957;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo CR - FERRETERIA EPA, S.A.;58932,02;USD;<null>;FOB  ;FOB  ;FOB  ;66;125;2026-03-01;2026-03-01;<null>;HARMONY (Dropship CR);<null>;<null>;<null>;21041;<null>;<null>;true;true;CNY;EPA;OLO1;Produccion;735-24;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103958;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo CR - FERRETERIA EPA, S.A.;64371,82;USD;<null>;FOB  ;FOB  ;FOB  ;66;125;2026-03-01;2026-03-01;<null>;HARMONY (Dropship CR);<null>;<null>;<null>;21042;<null>;<null>;true;true;CNY;EPA;OLO1;Produccion;735-25;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103959;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo CR - FERRETERIA EPA, S.A.;39393,89;USD;<null>;FOB  ;FOB  ;FOB  ;66;125;2026-03-01;2026-03-01;<null>;HARMONY (Dropship CR);<null>;<null>;<null>;21043;<null>;<null>;true;true;CNY;EPA;OLO1;Produccion;735-26;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103960;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo CR - FERRETERIA EPA, S.A.;45090,87;USD;<null>;FOB  ;FOB  ;FOB  ;66;125;2026-03-01;2026-03-01;<null>;HARMONY (Dropship CR);<null>;<null>;<null>;21044;<null>;<null>;true;true;CNY;EPA;OLO1;Produccion;735-27;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103961;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo CR - FERRETERIA EPA, S.A.;52315,15;USD;<null>;FOB  ;FOB  ;FOB  ;66;125;2026-03-01;2026-03-01;<null>;HARMONY (Dropship CR);<null>;<null>;<null>;21045;<null>;<null>;true;true;CNY;EPA;OLO1;Booking;735-28;MSC;Contenedor 40 HC;0;09-03-26;09-03-26;04/03/2026;31-03-26;31-03-26;;;;;5085;0;0;AIR SEA WORLDWIDE;0;0;N
1103962;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo CR - FERRETERIA EPA, S.A.;61729,27;USD;<null>;FOB  ;FOB  ;FOB  ;66;125;2026-03-01;2026-03-01;<null>;HARMONY (Dropship CR);<null>;<null>;<null>;21046;<null>;<null>;true;true;CNY;EPA;OLO1;Produccion;735-29;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103963;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo CR - FERRETERIA EPA, S.A.;84764,23;USD;<null>;FOB  ;FOB  ;FOB  ;66;125;2026-03-01;2026-03-01;<null>;HARMONY (Dropship CR);<null>;<null>;<null>;21047;<null>;<null>;true;true;CNY;EPA;OLO1;Produccion;735-30;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103964;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;ZF - OVERSEAS LOGISTICS OPERATIONS;41267,48;USD;<null>;FOB  ;DAP  ;DAP  ;66;122;2026-03-01;2026-03-01;<null>;HARMONY (ZF);<null>;<null>;<null>;21048;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-31;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103965;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;ZF - OVERSEAS LOGISTICS OPERATIONS;53152,13;USD;<null>;FOB  ;<null>;<null>;66;122;2026-03-01;2026-03-01;<null>;HARMONY (ZF);<null>;<null>;<null>;21049;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-32;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103966;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;ZF - OVERSEAS LOGISTICS OPERATIONS;45484,57;USD;<null>;FOB  ;DAP  ;DAP  ;66;122;2026-03-01;2026-03-01;<null>;HARMONY (ZF);<null>;<null>;<null>;21050;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-33;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103967;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;ZF - OVERSEAS LOGISTICS OPERATIONS;27030,71;USD;<null>;FOB  ;DAP  ;DAP  ;66;122;2026-03-01;2026-03-01;<null>;HARMONY (ZF);<null>;<null>;<null>;21051;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-34;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103968;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);49736,10;USD;<null>;FOB  ;FOB  ;FOB  ;66;127;2026-03-01;2026-03-01;<null>;HARMONY (Dropship GT);<null>;<null>;<null>;21052;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-35;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;SPARX;0;0;N
1103969;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);55912,05;USD;<null>;FOB  ;FOB  ;FOB  ;66;127;2026-03-01;2026-03-01;<null>;HARMONY (Dropship GT);<null>;<null>;<null>;21053;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-36;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;SPARX;0;0;N
1103970;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);47602,38;USD;<null>;FOB  ;FOB  ;FOB  ;66;127;2026-03-01;2026-03-01;<null>;HARMONY (Dropship GT);<null>;<null>;<null>;21054;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-37;0;Contenedor 40 HC;0;;;04/03/2026;26-03-26;26-03-26;;;;;0;0;0;SPARX;0;0;N
1103971;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);47573,99;USD;<null>;FOB  ;FOB  ;FOB  ;66;127;2026-03-01;2026-03-01;<null>;HARMONY (Dropship GT);<null>;<null>;<null>;21055;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-38;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;SPARX;0;0;N
1103972;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);37114,94;USD;<null>;FOB  ;FOB  ;FOB  ;66;127;2026-03-01;2026-03-01;<null>;HARMONY (Dropship GT);<null>;<null>;<null>;21056;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-39;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;SPARX;0;0;N
1103973;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);57194,00;USD;<null>;FOB  ;FOB  ;FOB  ;66;127;2026-03-01;2026-03-01;<null>;HARMONY (Dropship GT);<null>;<null>;<null>;21057;<null>;<null>;true;false;CNY;EPA;OLO1;Booking;735-40;0;Contenedor 40 HC;0;09-03-26;10-03-26;04/03/2026;15-04-26;15-04-26;;;;;0;0;0;SPARX;0;0;N
1103974;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);82498,38;USD;<null>;FOB  ;FOB  ;FOB  ;66;127;2026-03-08;2026-03-08;<null>;HARMONY (Dropship GT);<null>;<null>;<null>;21058;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-41;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;SPARX;0;0;N
1103975;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;ZF - FERRETERIA EPA, C.A.;146734,99;USD;<null>;FOB  ;FOB  ;<null>;66;116;2026-03-01;2026-03-01;<null>;HARMONY (ZF);<null>;<null>;<null>;21059;<null>;<null>;false;false;CNY;EPA;OLO1;Produccion;735-42;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103976;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;58695,59;USD;<null>;FOB  ;CIF  ;FOB  ;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21060;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-43;CMA CGM;Contenedor 40 HC;0;11-03-26;11-03-26;04/03/2026;26-03-26;26-03-26;;;;;5660;0;0;IN OCEAN;0;0;N
1103977;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;48540,10;USD;<null>;FOB  ;FOB  ;<null>;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21061;<null>;<null>;false;false;CNY;EPA;OLO1;Produccion;735-44;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;IN OCEAN;0;0;N
1103978;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;62305,60;USD;<null>;FOB  ;FOB  ;FOB  ;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21062;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-45;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;IN OCEAN;0;0;N
1103979;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;30327,12;USD;<null>;FOB  ;FOB  ;FOB  ;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21063;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-46;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;IN OCEAN;0;0;N
1103980;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;42871,06;USD;<null>;FOB  ;CIF  ;FOB  ;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21064;<null>;<null>;true;false;CNY;EPA;OLO1;Booking;APZU4730480;CMA CGM;Contenedor 40 HC;BJPBL2600133;11-03-26;11-03-26;04/03/2026;18-03-26;25-03-26;;;;;5660;0;0;IN OCEAN;0;0;N
1103981;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;33048,68;USD;<null>;FOB  ;FOB  ;FOB  ;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21065;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-48;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;IN OCEAN;0;0;N
1103982;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;58900,60;USD;<null>;FOB  ;CIF  ;FOB  ;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21066;<null>;<null>;true;false;CNY;EPA;OLO1;Booking;735-49;CMA CGM;Contenedor 40 HC;0;11-03-26;11-03-26;04/03/2026;31-03-26;31-03-26;;;;;5660;0;0;IN OCEAN;0;0;N
1103983;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;45578,97;USD;<null>;FOB  ;FOB  ;FOB  ;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21067;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-50;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;IN OCEAN;0;0;N
1103984;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;48780,42;USD;<null>;FOB  ;CIF  ;FOB  ;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21068;<null>;<null>;true;false;CNY;EPA;OLO1;Booking;735-51;CMA CGM;Contenedor 40 HC;0;11-03-26;11-03-26;04/03/2026;26-03-26;26-03-26;;;;;5660;0;0;IN OCEAN;0;0;N
1103985;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;57097,91;USD;<null>;FOB  ;FOB  ;FOB  ;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21069;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-52;0;Contenedor 40 HC;0;;;04/03/2026;;;;;;;0;0;0;IN OCEAN;0;0;N
1103986;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;61738,35;USD;<null>;FOB  ;CIF  ;FOB  ;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21070;<null>;<null>;true;false;CNY;EPA;OLO1;Booking;735-53;0;Contenedor 40 HC;0;11-03-26;11-03-26;04/03/2026;27-03-26;27-03-26;;;;;5460;0;0;IN OCEAN;0;0;N
1103987;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;71932,40;USD;<null>;FOB  ;CIF  ;FOB  ;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21071;<null>;<null>;true;false;CNY;EPA;OLO1;Booking;735-54;CMA CGM;Contenedor 40 HC;0;11-03-26;11-03-26;04/03/2026;22-03-26;22-03-26;;;;;5460;0;0;IN OCEAN;0;0;N
1103988;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;Directo VE - FERRETERIA EPA, C.A.;74735,36;USD;<null>;FOB  ;CIF  ;FOB  ;66;116;2026-03-01;2026-03-01;<null>;Harmony (Drop Ship EPA VE);<null>;<null>;<null>;21072;<null>;<null>;true;false;CNY;EPA;OLO1;Booking;735-55;CMA CGM;Contenedor 40 HC;0;11-03-26;11-03-26;04/03/2026;22-03-26;22-03-26;;;;;5460;0;0;IN OCEAN;0;0;N
1103989;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;ZF - OVERSEAS LOGISTICS OPERATIONS;3343,66;USD;<null>;FOB  ;<null>;<null>;66;125;2026-01-08;2026-01-08;<null>;HARMONY (ZF);<null>;<null>;<null>;21073;<null>;<null>;false;false;CNY;EPA;OLO1;Produccion;735-56;0;Contenedor 40 HC;0;;;14/01/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103990;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;ZF - OVERSEAS LOGISTICS OPERATIONS;43917,12;USD;<null>;FOB  ;CIF  ;CIF  ;66;125;2026-01-08;2026-01-08;<null>;HARMONY (ZF);<null>;<null>;<null>;21073;<null>;<null>;true;false;CNY;EPA;OLO1;Booking;735-U1;HAPAG LLOYD;Contenedor 40 HC;0;09-03-26;10-03-26;14/01/2026;23-03-26;23-03-26;;;;;5085;0;0;AIR SEA WORLDWIDE;0;0;N
1103991;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;ZF - OVERSEAS LOGISTICS OPERATIONS;81733,49;USD;<null>;FOB  ;CPT  ;CPT  ;66;125;2026-01-08;2026-01-08;<null>;HARMONY (ZF);<null>;<null>;<null>;21076;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-58;0;Contenedor 40 HC;0;;;14/01/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1103992;9;LUMICENTRO INTERNACIONAL, INC                              ;71;2025-12-11;ZF - OVERSEAS LOGISTICS OPERATIONS;26851,30;USD;<null>;FOB  ;DAP  ;DAP  ;66;125;2026-01-08;2026-01-08;<null>;HARMONY (ZF);<null>;<null>;<null>;21074;<null>;<null>;true;false;CNY;EPA;OLO1;Produccion;735-59;0;Contenedor 40 HC;0;;;14/01/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
1104003;198;GBR CORPORATION LTD.                                       ;76;2026-01-05;Directo VE - FEBECA C.A. ;90992,70;USD;<null>;FOB  ;CIF  ;FOB  ;71;116;2026-01-31;2026-01-31;5094;Harmony (Drop Ship FEBECA VE);-- N/A --;7501;2026-03-05;FEB251013-01;0001-223454;90992,70;false;false;PEDIDO COMPRA;Febeca;OLO1;Transito;TCKU7141249;CMA CGM;Contenedor 40 HC;BJLAG2600105;21-01-26;21-01-26;06/01/2026;15-02-26;08-03-26;21-02-26;08-04-26;08-04-26;;4080;IOLFT26-131;FAK;IN OCEAN;0;0;N
1104004;198;GBR CORPORATION LTD.                                       ;76;2026-01-05;Directo VE - FEBECA C.A. ;48899,20;USD;<null>;FOB  ;CIF  ;FOB  ;71;116;2026-01-31;2026-01-31;5101;Harmony (Drop Ship FEBECA VE);-- N/A --;7503;2026-03-06;FEB251013-02;0001-223442;48899,20;false;false;PEDIDO COMPRA;Febeca;OLO1;Transito;BMOU4337244;CMA CGM;Contenedor 40 HC;BJLAG2600092;21-01-26;21-01-26;06/01/2026;08-02-26;02-03-26;21-02-26;08-04-26;08-04-26;;3430;IOLFT26-130;FAK;IN OCEAN;0;0;N
1104005;198;GBR CORPORATION LTD.                                       ;76;2026-01-05;Directo VE - FEBECA C.A. ;43931,00;USD;<null>;FOB  ;CIF  ;FOB  ;71;116;2026-01-31;2026-01-31;5088;Harmony (Drop Ship FEBECA VE);-- N/A --;7488;2026-03-03;FEB251013-03;0001-223467;43931,00;false;false;PEDIDO COMPRA;Febeca;OLO1;Transito;BEAU4580305;CMA CGM;Contenedor 40 HC;BJLAG2600100;21-01-26;21-01-26;06/01/2026;16-02-26;02-03-26;21-02-26;08-04-26;08-04-26;;3430;IOLFT26-124;FAK;IN OCEAN;0;0;N
1104006;198;GBR CORPORATION LTD.                                       ;76;2026-01-05;Directo VE - FEBECA C.A. ;27307,50;USD;<null>;FOB  ;CIF  ;<null>;71;116;2026-01-31;2026-01-31;5039;Harmony (Drop Ship FEBECA VE);-- N/A --;7440;2026-02-09;FEB251013-04;0001-223397;27307,50;false;false;PEDIDO COMPRA;Febeca;OLO1;Transito;SEGU1192000;CMA CGM;Contenedor 40 HC;BJLAG2600053;21-01-26;21-01-26;06/01/2026;27-01-26;03-02-26;02-02-26;27-03-26;27-03-26;;3380;IOLFT26-067;FAK;IN OCEAN;0;0;N
1104007;198;GBR CORPORATION LTD.                                       ;76;2026-01-05;Directo VE - FEBECA C.A. ;100061,00;USD;<null>;FOB  ;FOB  ;<null>;71;116;2026-01-31;2026-01-31;5092;Harmony (Drop Ship FEBECA VE);-- N/A --;7509;2026-03-06;FEB251013-05;0001-223438;100061,00;false;false;PEDIDO COMPRA;Febeca;OLO1;Transito;DFSU7686998;CMA CGM;Contenedor 40 HC;BJLAG2600091;21-01-26;21-01-26;06/01/2026;15-02-26;01-03-26;21-02-26;08-04-26;08-04-26;;3430;IOLFT26-128;FAK;IN OCEAN;0;0;N
1104009;198;GBR CORPORATION LTD.                                       ;76;2026-01-05;Directo VE - FEBECA C.A. ;51629,96;USD;<null>;FOB  ;FOB  ;<null>;71;116;2026-01-31;2026-01-31;5096;Harmony (Drop Ship FEBECA VE);-- N/A --;7502;2026-03-05;FEB251013-07;0001-223459;51629,86;false;false;PEDIDO COMPRA;Febeca;OLO1;Transito;BMOU6719061;CMA CGM;Contenedor 40 HC;BJLAG2600104;21-01-26;21-01-26;06/01/2026;21-02-26;28-02-26;21-02-26;08-04-26;08-04-26;;4080;IOLFT26-140;FAK;IN OCEAN;0;0;N
1104010;198;GBR CORPORATION LTD.                                       ;76;2026-01-05;Directo VE - FEBECA C.A. ;66698,30;USD;<null>;FOB  ;FOB  ;<null>;71;116;2026-01-31;2026-01-31;5091;Harmony (Drop Ship FEBECA VE);-- N/A --;7510;2026-03-06;FEB251013-08;0001-223427;66698,30;false;false;PEDIDO COMPRA;Febeca;OLO1;Transito;ECMU5742904;CMA CGM;Contenedor 40 HC;BJLAG2600083;21-01-26;21-01-26;06/01/2026;08-02-26;01-03-26;21-02-26;08-04-26;08-04-26;;3430;IOLFT26-127;FAK;IN OCEAN;0;0;N
1104011;198;GBR CORPORATION LTD.                                       ;76;2026-01-05;Directo VE - FEBECA C.A. ;48395,40;USD;<null>;FOB  ;CIF  ;FOB  ;71;116;2026-01-31;2026-01-31;5098;Harmony (Drop Ship FEBECA VE);-- N/A --;7499;2026-03-05;FEB251013-09;0001-223444;48395,40;false;false;PEDIDO COMPRA;Febeca;OLO1;Transito;CMAU5856822;CMA CGM;Contenedor 40 HC;BJLAG2600102;22-01-26;22-01-26;06/01/2026;16-02-26;02-03-26;21-02-26;08-04-26;08-04-26;;4080;IOLFT26-139;FAK;IN OCEAN;0;0;N
1104012;198;GBR CORPORATION LTD.                                       ;76;2026-01-05;Directo VE - FEBECA C.A. ;35098,80;USD;<null>;FOB  ;CIF  ;FOB  ;71;116;2026-01-31;2026-01-31;5098;Harmony (Drop Ship FEBECA VE);-- N/A --;7500;2026-03-05;FEB251013-10;0001-223445;35098,80;false;false;PEDIDO COMPRA;Febeca;OLO1;Transito;TCNU3562476;CMA CGM;Contenedor 40 HC;BJLAG2600102;22-01-26;22-01-26;06/01/2026;16-02-26;09-03-26;05-03-26;08-04-26;08-04-26;;4080;IOLFT26-139;FAK;IN OCEAN;0;0;N
1104013;198;GBR CORPORATION LTD.                                       ;76;2026-01-05;Directo VE - FEBECA C.A. ;32733,20;USD;<null>;FOB  ;CIF  ;FOB  ;71;116;2026-01-31;2026-01-31;<null>;Harmony (Drop Ship FEBECA VE);<null>;<null>;<null>;FEB251013-11;<null>;<null>;false;false;PEDIDO COMPRA;Febeca;OLO1;Transito;UETU6825802;MAERSK;Contenedor 40 HC;BJLAG2600121;16-01-26;16-01-26;06/01/2026;13-02-26;19-03-26;14-03-26;18-05-26;18-05-26;;6135;0;0;IN OCEAN;0;0;N
1104014;198;GBR CORPORATION LTD.                                       ;76;2026-01-05;Directo VE - FEBECA C.A. ;73249,20;USD;<null>;FOB  ;CIF  ;FOB  ;71;116;2026-01-31;2026-01-31;5059;Harmony (Drop Ship FEBECA VE);-- N/A --;7459;2026-02-17;FEB251013-12;0001-223388;73249,20;false;false;PEDIDO COMPRA;Febeca;OLO1;Transito;TCNU4202983;CMA CGM;Contenedor 40 HC;BJPBL2600041;16-01-26;16-01-26;06/01/2026;25-01-26;22-02-26;02-02-26;08-04-26;08-04-26;;3430;IOLFT26-065;FAK;IN OCEAN;0;0;N
1104017;85;BESTWAY ENTERPRISE COMPANY LIMITED                         ;78;2026-01-06;Directo GT - FERRETERIA EPA, S.A. (Guatemala);20522,00;USD;<null>;FOB  ;FOB  ;FOB  ;91;127;2026-02-14;2026-02-14;5100;HARMONY (Dropship GT);-- N/A --;7493;2026-03-05;SC #100178057;2026MHK-02538;20522,00;false;false;PEDIDO COMPRA;EPA;OLO1;Transito;GCXU2493589;HAPAG LLOYD;Contenedor 20ft;HSHA00086053;21-01-26;21-01-26;07/01/2026;03-03-26;10-03-26;04-03-26;01-04-26;01-04-26;;4500;0;NAC;SPARX;0;0;N
1104018;191;DISTRIVALTO USA INC                                        ;74;2026-01-12;Directo CR - FERRETERIA EPA, S.A.;23739,00;USD;<null>;FOB  ;FOB  ;FOB  ;71;125;2026-01-23;2026-01-23;5047;HARMONY (Dropship CR);-- N/A --;7448;2026-02-11;PI 1105269;55047;23739,00;false;true;PEDIDO COMPRA;EPA;OLO1;Transito;HAMU3582430;HAPAG LLOYD;Contenedor 40 HC;ASNGBA00628;19-01-26;19-01-26;15/01/2026;03-02-26;17-02-26;05-02-26;13-03-26;20-03-26;;2700;0;NAC;AIR SEA WORLDWIDE;0;0;N
1104021;85;BESTWAY ENTERPRISE COMPANY LIMITED                         ;78;2026-01-23;Directo VE - FEBECA C.A. ;40691,75;USD;<null>;FOB  ;FOB  ;FOB  ;91;121;2026-04-10;2026-04-10;<null>;Harmony (Drop Ship FEBECA VE);<null>;<null>;<null>;100178058;<null>;<null>;false;false;PEDIDO COMPRA;Febeca;OLO1;Produccion;VTCN100718;0;Contenedor 40 HC;0;;;17/03/2026;;;;;;;0;0;0;IN OCEAN;0;0;N
1104026;203;BETTER CHOICE LTD (TOALLAS)                                ;74;2026-01-29;ZF - OVERSEAS LOGISTICS OPERATIONS;62744,76;USD;<null>;FOB  ;<null>;<null>;168;125;2026-04-05;2026-04-05;<null>;HARMONY (ZF);<null>;<null>;<null>;1x40 HC - Ene 26;<null>;<null>;true;false;PEDIDO COMPRA;EPA;OLO1;Produccion;759-1;0;Contenedor 40 HC;0;;;;;;;;;;0;0;0;0;0;0;N
1104028;198;GBR CORPORATION LTD.                                       ;76;2026-02-20;ZF - OVERSEAS LOGISTICS OPERATIONS;75172,50;USD;<null>;FOB  ;FOB  ;FOB  ;71;125;2026-02-21;2026-02-21;5080;HARMONY (ZF);;<null>;<null>;Sust PO 1103930;0001-223345-;75172,50;false;false;C/ FACTURA;EPA;OLO1;Transito;CAIU9662550;CMA CGM;Contenedor 40 HC;BJPBL2600014;29-12-25;29-12-25;12/12/2025;06-01-26;13-01-26;12-01-26;07-03-26;07-03-26;;3800;0;0;IN OCEAN;0;0;N
