ORDER_NUMBER;VENDOR_ID;VENDOR_NAME;RETAIL_GROUP;EMISION_DATE_PO;ROUTE_LABEL;TOTAL_AMOUNT;CURRENCY;CATEGORY;INCOTERMS;LOGISTICS_INCOTERM;PRICE_INCOTERM;DEPARTURE_PORT_ID;ARRIVAL_PORT_ID;DATE_THEORICAL_LOAD;DATE_CARGA_PO;CASE_NUMBER_FILE;CONSOLIDATOR_NAME;CUSTOMS_DUA;RECEIPT_NOTE;RECEIPT_NOTE_DATE;FACTORY_PROFORMA_NUMBER;INVOICE;INVOICE_AMOUNT;APPLY_TECHNICAL_NOTE;APPLIES_TLC;REASON;CUSTOMER_TYPE;TRADING_COMPANY;Estado o Etapa;Contenedor;Naviera;Tipo de contenedor;Documento de transito;Solicitud de booking;Autorizacion de booking;Fecha de asignacion de agente de carga;ETD inicial;ETD variable;ATD;ETA Inicial;ETA Variable;ATA;Monto de flete;Factura de flete;Tipo de tarifa;Proveedor de servicio;Ingreso a AF;Salida de Almacen fiscal;Usa Almacen fiscal
6701652;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo CR - FERRETERIA EPA, S.A.;24236,60;USD;<null>;FOB  ;FOB  ;FOB  ;71;125;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship CR);<null>;<null>;<null>;CR Ago 25 CNY #9;<null>;<null>;true;true;CNY;EPA;OLO6;Booking;80001429-9;HAPAG LLOYD;Contenedor 40 HC;0;09-03-26;09-03-26;04/03/2026;07-04-26;07-04-26;;;;;4535;0;0;AIR SEA WORLDWIDE;0;0;N
6701653;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo CR - FERRETERIA EPA, S.A.;23836,80;USD;<null>;FOB  ;FOB  ;FOB  ;71;125;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship CR);<null>;<null>;<null>;CR Ago 25 CNY #10;<null>;<null>;true;true;CNY;EPA;OLO6;Booking;80001429-10;HAPAG LLOYD;Contenedor 40 HC;0;10-03-26;10-03-26;04/03/2026;07-04-26;07-04-26;;;;;4535;0;0;AIR SEA WORLDWIDE;0;0;N
6701654;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);27375,32;USD;<null>;FOB  ;FOB  ;FOB  ;71;127;2025-11-10;2025-11-10;7243;BINTER TRADE LLC. (Dropship GT);-- N/A --;101509;2025-12-29;GT Ago 25 CNY #1;258100926;27375,32;true;false;MIXTO;EPA;OLO6;Transito;TGHU9769816;CMA CGM;Contenedor 40 HC;ASNGB511903;13-11-25;13-11-25;;12-12-25;26-12-25;15-12-25;30-01-26;12-02-26;;3555;0;NAC;0;0;0;N
6701655;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);25060,72;USD;<null>;FOB  ;FOB  ;FOB  ;71;127;2025-11-10;2025-11-10;7244;BINTER TRADE LLC. (Dropship GT);-- N/A --;101482;2025-12-24;GT Ago 25 CNY #2;258100927;25060,72;true;false;MIXTO;EPA;OLO6;Transito;SEGU5376181;CMA CGM;Contenedor 40 HC;ASNGB511902;13-11-25;13-11-25;10/11/2025;12-12-25;26-12-25;15-12-25;30-01-26;12-02-26;;3555;0;NAC;AIR SEA WORLDWIDE;0;0;N
6701656;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);26703,54;USD;<null>;FOB  ;FOB  ;FOB  ;71;127;2025-12-01;2025-12-01;7331;BINTER TRADE LLC. (Dropship GT);-- N/A --;101556;2026-01-09;GT Ago 25 CNY #3;258100938;26703,54;true;false;MIXTO;EPA;OLO6;Transito;HLBU3422196;HAPAG LLOYD;Contenedor 40 HC;ASNGB512663;04-12-25;04-12-25;28/11/2025;28-12-25;11-01-26;30-12-25;13-02-26;04-02-26;;3555;0;NAC;AIR SEA WORLDWIDE;0;0;N
6701657;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);28289,70;USD;<null>;FOB  ;FOB  ;FOB  ;71;127;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship GT);<null>;<null>;<null>;GT Ago 25 CNY #4;<null>;<null>;true;false;CNY;EPA;OLO6;Booking;80001429-14;0;Contenedor 40 HC;0;06-03-26;06-03-26;04/03/2026;10-04-26;10-04-26;;;;;0;0;0;SPARX;0;0;N
6701663;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo SV - FERRETERIA EPA, S.A. DE C.V.;17987,36;USD;<null>;FOB  ;FOB  ;FOB  ;71;122;2025-12-01;2025-12-01;7265;BINTER TRADE LLC. (Dropship SV);-- N/A --;101490;2025-12-26;SV Ago 25 CNY #8;258100922;17987,36;true;false;CNY;EPA;OLO6;Transito;FANU1506026;HAPAG LLOYD;Contenedor 40 HC;ASNGB512660;04-12-25;04-12-25;02/12/2025;21-12-25;28-12-25;22-12-25;30-01-26;03-02-26;;3420;0;NAC;AIR SEA WORLDWIDE;0;0;N
6701664;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo SV - FERRETERIA EPA, S.A. DE C.V.;19740,20;USD;<null>;FOB  ;FOB  ;FOB  ;71;122;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship SV);<null>;<null>;<null>;SV Ago 25 CNY #10;<null>;<null>;true;false;CNY;EPA;OLO6;Booking;80001429-24;CMA CGM;Contenedor 40 HC;0;06-03-26;06-03-26;04/03/2026;31-03-26;31-03-26;;;;;0;0;0;SPARX;0;0;N
6701665;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo SV - FERRETERIA EPA, S.A. DE C.V.;19367,20;USD;<null>;FOB  ;FOB  ;FOB  ;71;122;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship SV);<null>;<null>;<null>;SV Ago 25 CNY #11;<null>;<null>;true;false;CNY;EPA;OLO6;Booking;80001429-25;0;Contenedor 40 HC;0;06-03-26;06-03-26;04/03/2026;31-03-26;31-03-26;;;;;0;0;0;SPARX;0;0;N
6701666;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo VE - FERRETERIA EPA, C.A.;25442,54;USD;<null>;FOB  ;CIF  ;FOB  ;71;116;2025-11-10;2025-11-10;7238;BINTER TRADE LLC. (Dropship EPA - VE) ;-- N/A --;101466;2025-12-22;VZ Ago 25 CNY #1;258100911;25442,54;true;false;CNY;EPA;OLO6;Transito;TCNU5833875;CMA CGM;Contenedor 40 HC;BJPBL2500066;28-11-25;28-11-25;10/11/2025;08-12-25;15-12-25;11-12-25;04-02-26;01-02-26;;4950;IOLFT25-925;FAK;IN OCEAN;0;0;N
6701667;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo VE - FERRETERIA EPA, C.A.;24009,90;USD;<null>;FOB  ;CIF  ;FOB  ;71;116;2025-11-10;2025-11-10;7197;BINTER TRADE LLC. (Dropship EPA - VE) ;-- N/A --;101422;2025-12-17;VZ Ago 25 CNY #2;258100912;24009,90;true;false;CNY;EPA;OLO6;Transito;GESU6565020;CMA CGM;Contenedor 40 HC;BJPBL2500069;21-11-25;21-11-25;10/11/2025;08-12-25;15-12-25;11-12-25;04-02-26;01-02-26;;4950;IOLFT25-903;FAK;IN OCEAN;0;0;N
6701670;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo VE - FERRETERIA EPA, C.A.;24552,24;USD;<null>;FOB  ;CIF  ;FOB  ;71;116;2025-12-01;2025-12-01;7428;BINTER TRADE LLC. (Dropship EPA - VE) ;-- N/A --;101678;2026-01-20;VZ Ago 25 CNY #3;258100913;24552,24;true;false;CNY;EPA;OLO6;Ingresada;CAIU9481547;CMA CGM;Contenedor 40 HC;BJPBL2500121;12-12-25;12-12-25;28/11/2025;29-12-25;19-01-26;12-01-26;03-03-26;03-03-26;10-03-26;3990;IOLFT26-022;FAK;IN OCEAN;0;0;N
6701671;334;NINGBO YILONG OUTDOOR PRODUCTS CO.,LTD.                    ;85;2025-09-11;Directo SV - FERRETERIA EPA, S.A. DE C.V.;19518,20;USD;<null>;FOB  ;FOB  ;FOB  ;71;122;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship SV);<null>;<null>;<null>;SV Ago 25 CNY #9;<null>;<null>;true;false;CNY;EPA;OLO6;Booking;VTCN600749;CMA CGM;Contenedor 40 HC;0;06-03-26;06-03-26;04/03/2026;31-03-26;31-03-26;;;;;0;0;0;SPARX;0;0;N
6701685;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;2025-09-11;Directo CR - FERRETERIA EPA, S.A.;20570,05;USD;<null>;FOB  ;FOB  ;FOB  ;77;125;2026-03-02;2026-03-02;7683;BINTER TRADE LLC. (Dropship CR);-- N/A --;101955;2026-03-18;CR Ago 25 CNY #14;BAC6701685;20570,05;false;true;CNY;EPA;OLO6;Transito;CAIU4591942;MSC;Contenedor 40ft;ASTAOA02568;12-02-26;12-02-26;23/01/2026;13-03-26;20-03-26;14-03-26;17-04-26;17-04-26;;4535;0;NAC;AIR SEA WORLDWIDE;0;0;N
6701686;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;2025-09-11;Directo CR - FERRETERIA EPA, S.A.;20570,05;USD;<null>;FOB  ;FOB  ;FOB  ;77;125;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship CR);<null>;<null>;<null>;CR Ago 25 CNY #15;<null>;<null>;false;true;CNY;EPA;OLO6;Booking;80001430-15;MSC;Contenedor 40 HC;0;12-02-26;12-02-26;23/01/2026;20-03-26;20-03-26;;;;;2700;0;0;AIR SEA WORLDWIDE;0;0;N
6701687;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;2025-09-11;Directo CR - FERRETERIA EPA, S.A.;20570,05;USD;<null>;FOB  ;FOB  ;FOB  ;77;125;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship CR);<null>;<null>;<null>;CR Ago 25 CNY #16;<null>;<null>;false;true;CNY;EPA;OLO6;Booking;MSMU8711444;MSC;Contenedor 40 HC;ASTAOA02575;12-02-26;12-02-26;23/01/2026;13-03-26;24-03-26;;;;;2700;0;0;AIR SEA WORLDWIDE;0;0;N
6701688;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;2025-09-11;Directo CR - FERRETERIA EPA, S.A.;20570,05;USD;<null>;FOB  ;FOB  ;FOB  ;77;125;2026-03-02;2026-03-02;7684;BINTER TRADE LLC. (Dropship CR);-- N/A --;101956;2026-03-18;CR Ago 25 CNY #17;BAC6701688;20570,05;false;true;CNY;EPA;OLO6;Transito;MSBU8217844;MAERSK;Contenedor 40 HC;ASTAOA02577;12-02-26;12-02-26;23/01/2026;13-03-26;20-03-26;13-03-26;17-04-26;17-04-26;;3535;0;NAC;AIR SEA WORLDWIDE;0;0;N
6701689;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;2025-09-11;Directo CR - FERRETERIA EPA, S.A.;20570,05;USD;<null>;FOB  ;FOB  ;FOB  ;77;125;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship CR);<null>;<null>;<null>;CR Ago 25 CNY #18;<null>;<null>;false;true;CNY;EPA;OLO6;Booking;MSDU7602252;MSC;Contenedor 40 HC;ASTAOA02572;12-02-26;12-02-26;23/01/2026;13-03-26;20-03-26;;;;;2700;0;0;AIR SEA WORLDWIDE;0;0;N
6701710;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;2025-09-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);18761,30;USD;<null>;FOB  ;FOB  ;FOB  ;77;127;2026-03-02;2026-03-02;7687;BINTER TRADE LLC. (Dropship GT);-- N/A --;101959;2026-03-18;GT Ago 25 CNY #21;BAC6701710;18761,30;false;false;CNY;EPA;OLO6;Transito;HAMU1711266;HAPAG LLOYD;Contenedor 40 HC;HTAO00016265;27-01-26;30-01-26;23/01/2026;15-03-26;22-03-26;;;;;0;0;0;SPARX;0;0;N
6701711;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;2025-09-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);18761,30;USD;<null>;FOB  ;FOB  ;FOB  ;77;127;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship GT);<null>;<null>;<null>;GT Ago 25 CNY #22;<null>;<null>;false;false;CNY;EPA;OLO6;Booking;UETU 5253575;HAPAG LLOYD;Contenedor 40 HC;HTAO00010646;27-01-26;30-01-26;23/01/2026;15-03-26;26-03-26;;;;;0;0;0;SPARX;0;0;N
6701712;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;2025-09-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);18761,30;USD;<null>;FOB  ;FOB  ;FOB  ;77;127;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship GT);<null>;<null>;<null>;GT Ago 25 CNY #23;<null>;<null>;false;false;CNY;EPA;OLO6;Booking;FANU  3410643;HAPAG LLOYD;Contenedor 40 HC;HTAO00016302;27-01-26;30-01-26;23/01/2026;15-03-26;26-03-26;;;;;0;0;0;SPARX;0;0;N
6701713;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;2025-09-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);18761,30;USD;<null>;FOB  ;FOB  ;FOB  ;77;127;2026-03-02;2026-03-02;7688;BINTER TRADE LLC. (Dropship GT);-- N/A --;101960;2026-03-18;GT Ago 25 CNY #24;BAC6701713;18761,30;false;false;CNY;EPA;OLO6;Transito;HAMU3858889;HAPAG LLOYD;Contenedor 40 HC;HTAO00016300;27-01-26;30-01-26;23/01/2026;15-03-26;22-03-26;;;;;0;0;0;SPARX;0;0;N
6701714;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;2025-09-11;Directo GT - FERRETERIA EPA, S.A. (Guatemala);18761,30;USD;<null>;FOB  ;FOB  ;FOB  ;77;127;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship GT);<null>;<null>;<null>;GT Ago 25 CNY #25;<null>;<null>;false;false;CNY;EPA;OLO6;Booking;HLBU  3274123;HAPAG LLOYD;Contenedor 40 HC;HTAO00016301;27-01-26;30-01-26;23/01/2026;15-03-26;26-03-26;;;;;0;0;0;SPARX;0;0;N
6701720;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;2025-09-11;Directo SV - FERRETERIA EPA, S.A. DE C.V.;17970,40;USD;<null>;FOB  ;FOB  ;FOB  ;77;122;2026-03-02;2026-03-02;<null>;BINTER TRADE LLC. (Dropship SV);<null>;<null>;<null>;SV Ago 25 CNY #6;<null>;<null>;false;false;CNY;EPA;OLO6;Booking;BHCU5035554;CMA CGM;Contenedor 40 HC;HTAO00016270;27-01-26;30-01-26;23/01/2026;13-03-26;26-03-26;;;;;0;0;0;SPARX;0;0;N
6701721;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;2025-09-11;Directo SV - FERRETERIA EPA, S.A. DE C.V.;17970,40;USD;<null>;FOB  ;FOB  ;FOB  ;77;122;2026-03-02;2026-03-02;7689;BINTER TRADE LLC. (Dropship SV);-- N/A --;101961;2026-03-18;SV Ago 25 CNY #7;BAC6701721;17970,40;false;false;CNY;EPA;OLO6;Transito;BEAU4053475;CMA CGM;Contenedor 40 HC;HTAO00016269;27-01-26;30-01-26;23/01/2026;13-03-26;20-03-26;;;;;0;0;0;SPARX;0;0;N
6701730;899;DINGZHOU YIKANG METAL PRODUCTOS CO,. LTD;82;2025-09-12;Directo VE - FERRETERIA EPA, C.A.;16095,30;USD;<null>;FOB  ;CIF  ;FOB  ;98;116;2025-10-18;2025-10-18;7220;BINTER TRADE LLC. (Dropship EPA - VE) ;-- N/A --;101447;2025-12-18;VE;EK-W251101;16095,30;false;false;PEDIDO COMPRA;EPA;OLO6;Transito;CMAU8576110;CMA CGM;Contenedor 40ft;QDPBL2510652;22-10-25;22-10-25;20/10/2025;19-11-25;20-12-25;21-11-25;09-02-26;01-02-26;;5400;IOLFT25-833;FAK;IN OCEAN;0;0;N
6701732;443;ZHEJIANG CHENGMING INDUSTRY & TRADE CO.,LTD                ;83;2025-09-16;Directo GT - FERRETERIA EPA, S.A. (Guatemala);26848,80;USD;<null>;FOB  ;FOB  ;FOB  ;71;127;2026-02-15;2026-02-15;7538;BINTER TRADE LLC. (Dropship GT);-- N/A --;101788;2026-02-06;Add PI;PO25704;26848,80;false;false;PEDIDO COMPRA;EPA;OLO6;Transito;TGBU7985060;MSC;Contenedor 40 HC;HSNGB00070803;16-01-26;16-01-26;09/01/2026;01-02-26;08-02-26;01-02-26;09-03-26;09-03-26;;3350;0;NAC;SPARX;0;0;N
6701733;443;ZHEJIANG CHENGMING INDUSTRY & TRADE CO.,LTD                ;83;2025-09-16;Directo GT - FERRETERIA EPA, S.A. (Guatemala);26848,80;USD;<null>;FOB  ;FOB  ;FOB  ;71;127;2026-02-15;2026-02-15;7586;BINTER TRADE LLC. (Dropship GT);-- N/A --;101838;2026-02-18;Add PI;PO25705;26848,80;false;false;PEDIDO COMPRA;EPA;OLO6;Transito;MSMU6082390;MSC;Contenedor 40 HC;HNGB00070858;16-01-26;16-01-26;09/01/2026;01-02-26;15-02-26;01-02-26;09-03-26;09-03-26;;3350;0;NAC;SPARX;0;0;N
6701734;1000021;ANCHOR ALLIED FACTORY LLC;87;2025-09-18;Directo VE - Febeca, C.A.;21328,60;USD;<null>;EXW  ;EXW  ;<null>;198;121;2026-02-22;2026-02-22;7166;BINTER TRADE LLC. (Dropship FEBECA - VE) ;-- N/A --;<null>;<null>;PEDIDO SEP 2025 - EPA - PF 4988C;56042;87588,88;false;false;PEDIDO COMPRA;MCG;OLO6;Produccion;HASU5208816;0;Contenedor 40ft;261856643;;;;15-03-26;05-04-26;;;;;0;0;0;0;0;0;N
6701737;516;TANGSHAN HENGER IMPORT&EXPORT TRADING CO;89;2025-09-17;Directo SV - FERRETERIA EPA, S.A. DE C.V.;1138,50;USD;<null>;FOB  ;FOB  ;FOB  ;77;122;2025-11-15;2025-11-15;7507;BINTER TRADE LLC. (Dropship SV);-- N/A --;101758;2026-02-02;adicional sv 1;XFH260116;1138,50;false;false;CNY;EPA;OLO6;Transito;TLLU5177783;MSC;Contenedor 40 HC;ASTAOA00300;23-10-25;23-10-25;13/10/2025;16-01-26;06-02-26;23-01-26;04-03-26;04-03-26;;0;0;NAC;AIR SEA WORLDWIDE;0;0;N
6701739;516;TANGSHAN HENGER IMPORT&EXPORT TRADING CO;89;2025-09-17;Directo SV - FERRETERIA EPA, S.A. DE C.V.;1113,00;USD;<null>;FOB  ;FOB  ;FOB  ;77;122;2026-05-15;2026-05-15;<null>;BINTER TRADE LLC. (Dropship SV);<null>;<null>;<null>;adicional sv 2;<null>;<null>;false;false;CNY;EPA;OLO6;Produccion;80001372-108;0;Contenedor 40 HC;0;;;;;;;;;;0;0;0;0;0;0;N
6701740;516;TANGSHAN HENGER IMPORT&EXPORT TRADING CO;89;2025-09-17;Directo VE - FERRETERIA EPA, C.A.;861,00;USD;<null>;FOB  ;CIF  ;FOB  ;77;116;2025-11-15;2025-11-15;7664;BINTER TRADE LLC. (Dropship EPA - VE) ;-- N/A --;101928;2026-03-12;adicional ve 1;XFH260204B;861,00;false;false;CNY;EPA;OLO6;Transito;TCNU4528199;CMA CGM;Contenedor 40 HC;BJPBL2600075;12-11-25;12-11-25;10/11/2025;10-02-26;06-03-26;01-03-26;14-04-26;14-04-26;;0;IOLFT26-151;FAK;IN OCEAN;0;0;N
6701741;516;TANGSHAN HENGER IMPORT&EXPORT TRADING CO;89;2025-09-17;Directo VE - FERRETERIA EPA, C.A.;861,00;USD;<null>;FOB  ;CIF  ;FOB  ;77;116;2025-11-30;2025-11-30;7644;BINTER TRADE LLC. (Dropship EPA - VE) ;-- N/A --;101906;2026-03-10;adicional ve 2;XFH260205B;861,00;false;false;CNY;EPA;OLO6;Transito;TGBU5764645;CMA CGM;Contenedor 40 HC;BJPBL2600076;28-11-25;28-11-25;14/11/2025;10-02-26;06-03-26;01-03-26;14-04-26;14-04-26;;0;IOLFT26-146;FAK;IN OCEAN;0;0;N
6701742;516;TANGSHAN HENGER IMPORT&EXPORT TRADING CO;89;2025-09-17;Directo VE - FERRETERIA EPA, C.A.;775,00;USD;<null>;FOB  ;FOB  ;FOB  ;77;116;2026-04-30;2026-04-30;<null>;BINTER TRADE LLC. (Dropship EPA - VE) ;<null>;<null>;<null>;adicional VE3;<null>;<null>;false;false;CNY;EPA;OLO6;Produccion;80001372-73;0;Contenedor 40 HC;0;;;;;;;;;;0;0;0;0;0;0;N
6701744;1000021;ANCHOR ALLIED FACTORY LLC;87;2025-09-18;Directo VE - Febeca, C.A.;45596,88;USD;<null>;EXW  ;EXW  ;<null>;198;121;2026-02-22;2026-02-22;7166;BINTER TRADE LLC. (Dropship FEBECA - VE) ;-- N/A --;<null>;<null>;PO PEDIDO SEP 2025 - FEBECA - PF 4988A;56042;87588,88;false;false;PEDIDO COMPRA;MCG;OLO6;Produccion;HASU5208816;0;Contenedor 40ft;261856643;;;;15-03-26;05-04-26;;;;;0;0;0;0;0;0;N
6701745;516;TANGSHAN HENGER IMPORT&EXPORT TRADING CO;89;2025-09-18;ZF - OVERSEAS LOGISTICS OPERATIONS;25540,00;USD;<null>;FOB  ;FOB  ;FOB  ;77;125;2025-12-10;2025-12-10;7541;BINTER TRADE LLC. (ZF);;<null>;<null>;ZF LAVAMANOS;XFH260127A;25540,00;false;false;CNY;EPA;OLO6;Transito;MSCU5056117;MSC;Contenedor 40 HC;ASTAOA01528;05-01-26;05-01-26;05/12/2025;30-01-26;13-02-26;07-02-26;20-03-26;03-04-26;;3720;0;NAC;AIR SEA WORLDWIDE;0;0;N
6701747;639;NINGBO SAFEWELL SMART SECURITY PRODUCTS;83;2025-09-18;ZF - OVERSEAS LOGISTICS OPERATIONS;58793,20;USD;<null>;FOB  ;FOB  ;FOB  ;71;125;2025-11-10;2025-11-10;7648;BINTER TRADE LLC. (ZF);;<null>;<null>;PICNY;SWA082703525002;58793,20;false;false;CNY;EPA;OLO6;Transito;HAMU4993158;HAPAG LLOYD;Contenedor 40 HC;ASNGBA00943;22-01-26;22-01-26;12/11/2025;08-02-26;27-02-26;20-02-26;27-03-26;27-03-26;;2700;0;NAC;AIR SEA WORLDWIDE;0;0;N
6701749;279;OKAY LOCK MANUFACTURE CO.,LIMITED                          ;82;2025-09-19;Directo VE - Febeca, C.A.;101397,60;USD;<null>;FOB  ;CIF  ;FOB  ;113;121;2025-12-03;2025-12-03;7405;BINTER TRADE LLC. (Dropship FEBECA - VE) ;-- N/A --;101638;2026-01-16;Febeca;250916;101397,60;false;false;PEDIDO COMPRA;EPA;OLO6;Ingresada;FFAU4427992;CMA CGM;Contenedor 40 HC;BJPBL2500113;12-12-25;12-12-25;05/12/2025;25-12-25;08-01-26;03-01-26;03-03-26;03-03-26;10-03-26;4300;IOLFT25-991;NAC;IN OCEAN;0;0;N
6701757;445;SHAOXING MZONE LEISURE PRODUCTS CO.,LTD.                   ;85;2025-09-22;Directo VE - FERRETERIA EPA, C.A.;27720,00;USD;<null>;FOB  ;CIF  ;FOB  ;71;121;2026-03-02;2026-03-02;7671;BINTER TRADE LLC. (Dropship EPA - VE) ;-- N/A --;101940;2026-03-13;VZ Directo Ago 25 CNY #2;250918ABUSA-030-M1677;27720,00;false;false;CNY;EPA;OLO6;Transito;TEMU6742424;CMA CGM;Contenedor 40 HC;BJPBL2600110;12-02-26;12-02-26;10/02/2026;06-03-26;13-03-26;06-03-26;28-04-26;28-04-26;;4500;IOLFT26-147;FAK;IN OCEAN;0;0;N
6701767;633;ZHANGZHOU XINJIE SANITARY WARE CO.;89;2025-09-23;Directo SV - FERRETERIA EPA, S.A. DE C.V.;15787,20;USD;<null>;FOB  ;FOB  ;FOB  ;108;122;2026-03-05;2026-03-05;<null>;BINTER TRADE LLC. (Dropship SV);<null>;<null>;<null>;SV2;<null>;<null>;false;false;CNY;EPA;OLO6;Produccion;80001449-2;0;Contenedor 40 HC;0;;;09/03/2026;;;;;;;0;0;0;AIR SEA WORLDWIDE;0;0;N
6701773;516;TANGSHAN HENGER IMPORT&EXPORT TRADING CO;89;2025-09-24;Directo CR - OVERSEAS LOGISTICS OPERATIONS;2552,00;USD;<null>;FOB  ;FOB  ;FOB  ;77;125;2025-12-10;2025-12-10;7566;BINTER TRADE LLC. (ZF);-- N/A --;101817;2026-02-11;CR LAVAMANOS;XFH260127B;2552,00;false;false;CNY;EPA;OLO6;Transito;MSCU5056117;MSC;Contenedor 40 HC;ASTAOA01532;05-01-26;05-01-26;05/12/2025;30-01-26;13-02-26;07-02-26;20-03-26;03-04-26;;0;0;NAC;AIR SEA WORLDWIDE;0;0;N
6701797;867;LINYI CONSMOS IMP.&EXP. CO.,LTD.;82;2025-09-24;Directo VE - FERRETERIA EPA, C.A.;17973,44;USD;<null>;FOB  ;CIF  ;FOB  ;77;116;2025-12-08;2025-12-08;7396;BINTER TRADE LLC. (Dropship EPA - VE) ;-- N/A --;101643;2026-01-16;VE;CM-DBT-250925S;17973,44;false;false;CNY;EPA;OLO6;Transito;BEAU5622998;CMA CGM;Contenedor 40 HC;BJPBL2500094;08-12-25;08-12-25;08/10/2025;19-12-25;28-12-25;22-12-25;25-02-26;14-02-26;;4990;IOLFT25-962;FAK;IN OCEAN;0;0;N
6701800;862;ZHEJIANG BONAVIT HOMEWARE CO.,LTD.;89;2025-09-25;Directo CR - FERRETERIA EPA, S.A.;20824,98;USD;<null>;FOB  ;FOB  ;FOB  ;71;125;2026-03-05;2026-03-05;<null>;BINTER TRADE LLC. (Dropship CR);<null>;<null>;<null>;CR3;<null>;<null>;false;false;CNY;EPA;OLO6;Booking;80001450-3;HAPAG LLOYD;Contenedor 40 HC;0;10-03-26;10-03-26;06/03/2026;22-03-26;22-03-26;;;;;4535;0;0;AIR SEA WORLDWIDE;0;0;N
6701803;862;ZHEJIANG BONAVIT HOMEWARE CO.,LTD.;89;2025-09-25;Directo GT - FERRETERIA EPA, S.A. (Guatemala);18455,60;USD;<null>;FOB  ;FOB  ;FOB  ;71;127;2026-03-05;2026-03-05;<null>;BINTER TRADE LLC. (Dropship GT);<null>;<null>;<null>;GT3;<null>;<null>;false;false;CNY;EPA;OLO6;Booking;80001450-6;MSC;Contenedor 40 HC;0;10-03-26;10-03-26;06/03/2026;22-03-26;22-03-26;;;;;4570;0;0;AIR SEA WORLDWIDE;0;0;N
6701806;862;ZHEJIANG BONAVIT HOMEWARE CO.,LTD.;89;2025-09-25;Directo VE - FERRETERIA EPA, C.A.;28217,58;USD;<null>;FOB  ;CIF  ;FOB  ;71;116;2026-03-05;2026-03-05;<null>;BINTER TRADE LLC. (Dropship EPA - VE) ;<null>;<null>;<null>;ve4;<null>;<null>;false;false;CNY;EPA;OLO6;Booking;80001450-9;0;Contenedor 40 HC;0;11-03-26;11-03-26;06/03/2026;10-04-26;10-04-26;;;;;0;0;0;IN OCEAN;0;0;N
