ORDER_NUMBER;ESTADO_SEGUIMIENTO;VENDOR_ID;VENDOR_NAME;RETAIL_GROUP;ROUTE_LABEL;NET_TOTAL;CURRENCY;EMISION_DATE_PO;CATEGORY;MODE;MBL_NUMBER;CONTAINER_TYPE;CONTAINER_NUMBER;INCOTERMS;LOGISTICS_INCOTERM;PRICE_INCOTERM;DATE_BOOKING_REQUEST;DATE_BOOKING_AUTHORIZED;DATE_CARGA_PO;DATE_THEORICAL_LOAD;CARGA_LISTA_VALIDADA;DIF_LOAD_DATE;ETD_INITIAL_VALIDATED;DATE_ETD_INITIAL;DATE_ETD_UPDATED;DATE_ETD;ETD_DATES_DIFFERENCE;ETA_INICIAL;DATE_ETA_UPDATED;DATE_ETA;ETA_DATES_DIFFERENCE;CASE_NUMBER_FILE;CONSOLIDATOR_NAME;DEPARTURE_PORT;PORT_OF_LOADING_VALIDATED;ARRIVAL_PORT;CUSTOMS_DUA;RECEIPT_NOTE;RECEIPT_NOTE_DATE;FACTORY_PROFORMA_NUMBER;CARGO_INVOICE_NUMBER;FREIGHT_AMOUNT;SERVICE_PROVIDER;CBM;INVOICE;INVOICE_AMOUNT;FACTURA_MERCA;HAS_FACTURE_MERCA;VISIBILITY_NOTES;APPLIES_TLC;COMMENTS;APPLY_TECHNICAL_NOTE;APPLIES_AF;BONDED_WAREHOUSE_ENTER;BONDED_WAREHOUSE_EXIT;REASON;SHIPPING_LINE;FORWADER_DATE;CONTAINER_FREE_DAYS;TARIFF_TYPE;CUSTOMER_TYPE;INSPECTION_DATE;VGM_CUT_DATE;FECHA_SHIPPING_DOCS;BALANCE_PAYMENT_DATE;LOCAL_CHARGES_PAYMENT_DATE;RELEASE_DATE;TRADING_COMPANY
6701296;10;904;INTCO INTERNATIONAL(HK) CO., LIMITED 2;82;Directo CR - FERRETERIA EPA, S.A.;26.948,92;USD;21-08-25;<null>;MARITIMO;;22;MSMU5604550;FOB  ;FOB  ;FOB  ;07-11-25;07-11-25;07-10-25;30-11-25;Y;54;Y;30-11-25;14-12-25;03-12-25;3;15-01-26;07-02-26;<null>;<null>;7156;BINTER TRADE LLC. (Dropship CR);SHANDON, CHINA;Y;BARRIOS, GUATEMALA;-- N/A --;101.367;12-12-25;CR;<null>;4.250;1000001;<null>;LAIRA250007;26.948,92;LAIRA250007                   ;N;TO;N;<null>;N;N;<null>;<null>;PEDIDO COMPRA;MSC;10-07-25;14;0;EPA;<null>;<null>;<null>;<null>;<null>;<null>;OLO3
6701297;10;904;INTCO INTERNATIONAL(HK) CO., LIMITED 2;82;Directo CR - FERRETERIA EPA, S.A.;26.985,12;USD;21-08-25;<null>;MARITIMO;;22;MSMU5779348;FOB  ;FOB  ;FOB  ;07-11-25;07-11-25;07-10-25;28-11-25;Y;52;Y;30-11-25;14-12-25;03-12-25;3;16-01-26;07-02-26;<null>;<null>;7150;BINTER TRADE LLC. (Dropship CR);SHANDON, CHINA;Y;BARRIOS, GUATEMALA;-- N/A --;101.358;11-12-25;CR;<null>;4.250;1000001;<null>;LAIRA25008;26.985,12;LAIRA25008                    ;N;TO;N;<null>;N;N;<null>;<null>;PEDIDO COMPRA;MSC;10-07-25;14;0;EPA;<null>;<null>;<null>;<null>;<null>;<null>;OLO3
6701684;10;380;QINGDAO YUDING METAL PRODUCTS CO.LTD                       ;85;Directo CR - FERRETERIA EPA, S.A.;20.570,05;USD;11-09-25;<null>;MARITIMO;;23;MSBU5358793;FOB  ;FOB  ;FOB  ;03-11-25;03-11-25;15-11-25;15-11-25;Y;0;Y;21-11-25;12-12-25;30-11-25;9;08-01-26;07-02-26;<null>;<null>;7132;BINTER TRADE LLC. (Dropship CR);BILBAO, SPAIN;Y;BARRIOS, GUATEMALA;-- N/A --;101.337;10-12-25;CR Ago 25 CNY #13;<null>;4.190;1000024;<null>;BAC6701684;20.570,05;BAC6701684                    ;N;TO;Y;( 20/11/2025 09:11:17 - LEIDY ELIETH CHAVALA : «CARGA SE ROLEO 28/11/2025» );N;N;<null>;<null>;CNY;MSC;29/10/2025;14;0;EPA;<null>;<null>;<null>;<null>;<null>;<null>;OLO3
6701769;10;905;ZHANGZHOU WANHUI SANITARY WARE CO.,LTD;89;Directo CR - FERRETERIA EPA, S.A.;13.860;USD;23-09-25;<null>;MARITIMO;;23;MSMU5579458;FOB  ;FOB  ;FOB  ;14-11-25;14-11-25;18-11-25;25-11-25;Y;7;Y;03-12-25;10-12-25;03-12-25;0;16-01-26;07-02-26;<null>;<null>;7103;BINTER TRADE LLC. (Dropship CR);WAIHAI, CHINA;Y;BARRIOS, GUATEMALA;-- N/A --;101.298;08-12-25;CR1;<null>;4.250;1000001;<null>;WH250924053-02;13.860;WH250924053-02                ;N;TO/OLO-EPA,EPA 65%;N;<null>;N;N;<null>;<null>;CNY;MSC;13/11/2025;14;0;EPA;<null>;<null>;<null>;<null>;<null>;<null>;OLO3
6701770;5;905;ZHANGZHOU WANHUI SANITARY WARE CO.,LTD;89;ZF - OVERSEAS LOGISTICS OPERATIONS;5.841;USD;23-09-25;<null>;MARITIMO;;23;MSMU5579458;FOB  ;FOB  ;FOB  ;14-11-25;14-11-25;18-11-25;25-11-25;Y;7;Y;03-12-25;10-12-25;03-12-25;0;16-01-26;07-02-26;<null>;<null>;7190;BINTER TRADE LLC. (ZF);WAIHAI, CHINA;Y;BARRIOS, GUATEMALA;;<null>;<null>;ZF1;<null>;<null>;1000001;<null>;WH250924053-03;5.841;WH250924053-03                ;N;OLO-EPA/BINTER 35%;N;<null>;N;N;<null>;<null>;CNY;MSC;13/11/2025;14;0;EPA;<null>;<null>;<null>;<null>;<null>;<null>;OLO3
6701771;10;905;ZHANGZHOU WANHUI SANITARY WARE CO.,LTD;89;Directo CR - FERRETERIA EPA, S.A.;2.720;USD;23-09-25;<null>;MARITIMO;;23;MSMU5167532;FOB  ;FOB  ;FOB  ;14-11-25;14-11-25;18-11-25;25-11-25;Y;7;Y;03-12-25;10-12-25;06-12-25;3;15-01-26;07-02-26;<null>;<null>;7104;BINTER TRADE LLC. (Dropship CR);WAIHAI, CHINA;Y;BARRIOS, GUATEMALA;-- N/A --;101.299;08-12-25;CR2;<null>;3.320;1000001;<null>;WH250924053-4;2.720;WH250924053-4                 ;N;VT/OLO-EPA,EPA 13%;N;( 08/12/2025 08:12:19 - LEIDY ELIETH CHAVALA : «Se ha modificado el puerto de arribo. De: no tener puerto a: CALDERA, COSTA RICA» );N;N;<null>;<null>;CNY;MSC;13/11/2025;14;0;EPA;<null>;<null>;<null>;<null>;<null>;<null>;OLO3
6701772;5;905;ZHANGZHOU WANHUI SANITARY WARE CO.,LTD;89;ZF - OVERSEAS LOGISTICS OPERATIONS;18.305;USD;23-09-25;<null>;MARITIMO;;23;MSMU5167532;FOB  ;FOB  ;FOB  ;14-11-25;14-11-25;18-11-25;24-11-25;Y;6;Y;03-12-25;17-12-25;06-12-25;3;15-01-26;07-02-26;<null>;<null>;7227;BINTER TRADE LLC. (ZF);WAIHAI, CHINA;Y;BARRIOS, GUATEMALA;;<null>;<null>;ZF2;<null>;<null>;1000001;<null>;WH250924053-5;18.305;WH250924053-5                 ;N;OLO-EPA/BINTER 87%;N;<null>;N;N;<null>;<null>;CNY;MSC;13/11/2025;14;0;EPA;<null>;<null>;<null>;<null>;<null>;<null>;OLO3
6702103;10;913;JINNUO INDUSTRY (HK) CO., LIMITED;85;Directo CR - FERRETERIA EPA, S.A.;13.090;USD;21-10-25;<null>;MARITIMO;;23;MEDU7373499;FOB  ;FOB  ;FOB  ;03-12-25;03-12-25;08-12-25;30-11-25;Y;-8;Y;12-12-25;19-12-25;12-12-25;0;23-01-26;07-02-26;<null>;<null>;7192;BINTER TRADE LLC. (Dropship CR);SHANGHAI, CHINA;Y;BARRIOS, GUATEMALA;-- N/A --;101.418;17-12-25;TLC CR Oct 25 CNY #1;<null>;3.125;1000007;<null>;LBDP251021T-1;13.090;LBDP251021T-1                 ;N;TO/OLO-EPA,EPA 69%;N;( 10/12/2025 07:12:40 - LEIDY ELIETH CHAVALA : «Se ha modificado el puerto de embarque. De: no tener puerto a: SHEKOU, CHINA» );N;N;<null>;<null>;CNY;MSC;12-02-25;13;0;EPA;<null>;<null>;<null>;<null>;<null>;<null>;OLO3
6702104;5;913;JINNUO INDUSTRY (HK) CO., LIMITED;85;ZF - OVERSEAS LOGISTICS OPERATIONS;5.950;USD;21-10-25;<null>;MARITIMO;;23;MEDU7373499;FOB  ;FOB  ;FOB  ;03-12-25;03-12-25;08-12-25;30-11-25;Y;-8;Y;12-12-25;26-12-25;12-12-25;0;23-01-26;07-02-26;<null>;<null>;7461;BINTER TRADE LLC. (ZF);SHANGHAI, CHINA;Y;BARRIOS, GUATEMALA;;<null>;<null>;ZF CA Oct 25 CNY #1;<null>;<null>;1000007;<null>;LBDP251021T-2;5.950;LBDP251021T-2                 ;N;OLO-EPA/BINTER 31%;N;( 10/12/2025 07:12:12 - LEIDY ELIETH CHAVALA : «Se ha modificado el puerto de embarque. De: no tener puerto a: SHEKOU, CHINA» );N;N;<null>;<null>;CNY;MSC;12-02-25;13;0;EPA;<null>;<null>;<null>;<null>;<null>;<null>;OLO3
